auditId,sourceLine,company,country,ownerIndex,investmentFirm,ownershipVehicle,ownerInvestmentYear,topLevelInvestmentYear,exitYear,status,dateBasis,priority,flags,evidenceMilestones,earlierSignals,sourceUrls,proposedYear,evidenceUrl,reviewerNotes
patriot-utility-privatizations-llc__owner-1__manulife,26897,"Patriot Utility Privatizations, LLC",United States,1,Manulife,Manulife Infrastructure Fund II,2022,2022,,Active,announced,none,,"Feb 25, 2022 | Acquisition | Foundation Infrastructure Partners formed Patriot Utility Privatizations with John Hancock / Manulife affiliates and signed definitive agreements to acquire a 50% interest in Dominion Energy’s private utility holdings business.",,https://www.foundationinfra.com/news/foundation-infrastructure-partners-formed-patriot-utility-privatization | https://www.foundationinfra.com/investments | https://s2.q4cdn.com/510812146/files/doc_downloads/2026/03/17/Dominion-Energy-2025-Form-10-K.pdf | https://www.manulifeim.com/institutional/global/en/strategies/private-markets/infrastructure/direct-infrastructure-equity,,,
phoenix-tower-international__owner-1__blackstone,26926,Phoenix Tower International,United States,1,Blackstone,n.a.,2022,2022,,Active,close,none,,"Oct 2022 | Financing | Wren House announced its investment in PTI as a minority investor. || Jan 18, 2022 | Acquisition | Blackstone Infrastructure Partners completed its purchase of a 35% stake in PTI from Manulife Investment Management.",,https://www.phoenixintnl.com/locations | https://www.phoenixintnl.com/news/phoenix-tower-international-announces-investment-from-grain-management-and-blackrock-to-continue-global-expansion-1 | https://www.phoenixintnl.com/news/pti-closes-acquisition-of-3700-sites-from-bouygues-telecom-and-sfr | https://www.whinfra.com/our-portfolio/phoenix-tower-international-pti/ | https://www.phoenixintnl.com/news/wren-house-invests-in-phoenix-tower-international | https://www.blackstone.com/news/press/blackstone-infrastructure-partners-acquires-stake-in-phoenix-tower-international/,,,
phoenix-tower-international__owner-2__grain,26926,Phoenix Tower International,United States,2,Grain,Strategic investment through Grain’s flagship funds (with BlackRock),2024,2022,,Active,close,none,secondary_owner_year_differs_from_display_year,2024 | Financing | Grain invested in Phoenix Tower International through Strategic investment through Grain’s flagship funds (with BlackRock).,,https://www.phoenixintnl.com/locations | https://www.phoenixintnl.com/news/phoenix-tower-international-announces-investment-from-grain-management-and-blackrock-to-continue-global-expansion-1 | https://www.phoenixintnl.com/news/pti-closes-acquisition-of-3700-sites-from-bouygues-telecom-and-sfr | https://www.whinfra.com/our-portfolio/phoenix-tower-international-pti/ | https://www.phoenixintnl.com/news/wren-house-invests-in-phoenix-tower-international | https://www.blackstone.com/news/press/blackstone-infrastructure-partners-acquires-stake-in-phoenix-tower-international/,,,
phoenix-tower-international__owner-3__wren-house,26926,Phoenix Tower International,United States,3,Wren House,n.a.,2022,2022,,Active,close_unattributed,none,,"Oct 2022 | Financing | Wren House announced its investment in PTI as a minority investor. || Jan 18, 2022 | Acquisition | Blackstone Infrastructure Partners completed its purchase of a 35% stake in PTI from Manulife Investment Management.",,https://www.phoenixintnl.com/locations | https://www.phoenixintnl.com/news/phoenix-tower-international-announces-investment-from-grain-management-and-blackrock-to-continue-global-expansion-1 | https://www.phoenixintnl.com/news/pti-closes-acquisition-of-3700-sites-from-bouygues-telecom-and-sfr | https://www.whinfra.com/our-portfolio/phoenix-tower-international-pti/ | https://www.phoenixintnl.com/news/wren-house-invests-in-phoenix-tower-international | https://www.blackstone.com/news/press/blackstone-infrastructure-partners-acquires-stake-in-phoenix-tower-international/,,,
phoenix-tower-international__owner-4__manulife,26926,Phoenix Tower International,United States,4,Manulife,Manulife Infrastructure Fund I,2018,2022,2022,Realized,close,none,secondary_owner_year_differs_from_display_year,Jul 2018 | Acquisition | John Hancock (Manulife) acquired a 35% stake in PTI from a prior shareholder.,,https://www.phoenixintnl.com/locations | https://www.phoenixintnl.com/news/phoenix-tower-international-announces-investment-from-grain-management-and-blackrock-to-continue-global-expansion-1 | https://www.phoenixintnl.com/news/pti-closes-acquisition-of-3700-sites-from-bouygues-telecom-and-sfr | https://www.whinfra.com/our-portfolio/phoenix-tower-international-pti/ | https://www.phoenixintnl.com/news/wren-house-invests-in-phoenix-tower-international | https://www.blackstone.com/news/press/blackstone-infrastructure-partners-acquires-stake-in-phoenix-tower-international/,,,
powerflex-holdings-llc__owner-1__manulife,26963,"PowerFlex Holdings, LLC",United States,1,Manulife,Manulife Infrastructure Fund II,2022,2022,,Active,announced,none,,Dec 2022 | Financing | Manulife Investment Management announced a $100 million minority investment in PowerFlex. || Dec 2022 | Financing | EDF Renewables North America said it would retain majority ownership after the investment.,,https://www.powerflex.com/ | https://www.powerflex.com/about-us | https://www.powerflex.com/news/powerflex-surpasses-500-mw-solar-50-mwh-storage-and-50-000-ev-chargers-under-management | https://www.manulifeim.com/institutional/global/en/about-us/press-releases/powerflex-receives-a-100m-investment-from-manulife-investment-management,,,
rocky-mountain-midstream__owner-1__manulife,26992,Rocky Mountain Midstream,United States,1,Manulife,Manulife Infrastructure Fund I,2020,2020,2023,Realized,transactional_unspecified,low,weak_same_year_attribution,"2020 | Financing | Manulife’s Equator Principles reporting period included several North American power and infrastructure financings, after which Rocky Mountain Midstream later appeared in its portfolio materials.",,https://www.williams.com/pipeline/rocky-mountain-midstream/ | https://ecmc.state.co.us/cogisdb/NameAddressSearch/CompanyDetail?COID=8478&OpNum=10716 | https://www.manulifeim.com/institutional/global/en/strategies/private-markets/infrastructure/direct-infrastructure-equity | https://investor.williams.com/news-releases/news-release-details/williams-completes-strategic-transactions-dj-basin?mobile=1 | https://wyoenergy.org/wp-content/uploads/2025/10/WSTN25v2_Small.pdf,,,
sabey-data-centers__owner-1__manulife,27021,Sabey Data Centers,United States,1,Manulife,Manulife Infrastructure Fund II,2021,2021,,Active,announced,none,,Feb 2021 | Financing | Sabey and National Real Estate Advisors announced a $150 million investment from Manulife Investment Management.,,https://sabeydatacenters.com/about | https://sabeydatacenters.com/locations | https://sabeydatacenters.com/news/sabey-expands-power-availability-across-key-campuses | https://natadvisors.com/news-insights/sabey-corporation-and-national-real-estate-advisors-llc-close-150m-investment-from-manulife-investment-management/,,,
serverfarm-llc__owner-1__manulife,27050,"Serverfarm, LLC",United States / Canada,1,Manulife,n.a.,2023,2023,,Active,close,none,,Aug 2023 | Acquisition | Manulife Investment Management announced a definitive agreement to acquire a controlling interest in Serverfarm. || Oct 2023 | Acquisition | Manulife announced completion of its acquisition of Serverfarm.,,https://www.serverfarmllc.com/ | https://www.serverfarmllc.com/press-releases/manulife-investment-management-signs-definitive-agreement-to-acquire-a-controlling-interest-in-data-center-platform-serverfarm/ | https://www.serverfarmllc.com/press-releases/manulife-investment-management-completes-acquisition-of-serverfarm/ | https://www.serverfarmllc.com/press-releases/manulife-im-backed-serverfarm-secures-3-0-billion-credit-facility-to-accelerate-hyperscale-campus-development-across-north-america/,,,
silicon-ranch-corporation__owner-1__manulife,27079,Silicon Ranch Corporation,United States,1,Manulife,Manulife Infrastructure Fund II,2022,2022,,Active,close,none,,"Feb 16, 2022 | Financing | Silicon Ranch announced completion of its $775 million equity raise led by Manulife Investment Management.",,https://www.siliconranch.com/ | https://www.siliconranch.com/press/ | https://www.siliconranch.com/stories/silicon-ranch-announces-completion-775m-equity-raise/ | https://www.siliconranch.com/stories/aip-management-to-invest-in-silicon-ranch/,,,
sunrun-mars-holdings-2020-llc__owner-1__manulife,27108,"Sunrun Mars Holdings 2020, LLC",United States,1,Manulife,Manulife Infrastructure Fund I,2020,2020,,Active,close,none,,"2020 | Financing | Manulife invested in Sunrun Mars Holdings 2020, LLC through Manulife Infrastructure Fund I.",,https://www.manulifeim.com/institutional/global/en/strategies/private-markets/infrastructure/direct-infrastructure-equity | https://equator-principles.com/report/manulife-2020/ | https://investors.sunrun.com/filings-financials/sec-filings/content/0001469367-21-000042/ex211final.htm | https://investors.sunrun.com/filings-financials/sec-filings/content/0001628280-26-012289/ex211-2025subsidiariesofth.htm,,,
tract__owner-1__tract-capital-management,27135,Tract,United States,1,Tract Capital Management,n.a.,2022,2022,,Active,transactional_unspecified,none,,"Aug 2022 | Financing | Columbia Capital, Cologix management, and the van Rooyen family office were reported to be forming Tract as a new data center land platform seeking investor capital. || Dec 29, 2022 | Financing | Tract (Landco) I, LP filed a Form D amendment for pooled investment fund interests with the SEC.",,https://tractcapital.com/strategies-portfolio/ | https://tractcapital.com/meet-the-team/ | https://www.datacenterdynamics.com/en/news/tracts-grant-van-rooyen-launches-new-data-center-developer-fleet-dc/ | https://www.datacenterdynamics.com/en/news/colcap-and-van-rooyen-launching-new-1-billion-data-center-fund-known-as-tract/ | https://www.sec.gov/Archives/edgar/data/1954956/000195708522000005/xslFormDX08/primary_doc.xml | https://www.tract.com/ | https://www.tract.com/who-we-are/ | https://tractcapital.com/news/tract-announces-acquisition-of-1200-acres-in-hanover-county-va/ | https://www.tract.com/news/tract-closes-acquisition-of-1515-acres-in-caldwell-county-texas-for-multi-gigawatt-data-center-technology-park/ | https://www.tract.com/news/tract-expands-its-greater-reno-portfolio-closing-on-1060-acres-in-silver-springs-nevada-following-successful-rezoning-and-development-agreement-with-lyon-county/,,,
alabama-fiber-networks__owner-1__meridiam,27174,Alabama Fiber Networks,United States,1,Meridiam,n.a.,2023,2023,,Active,transactional_unspecified,none,,"Jun 1, 2023 | Acquisition | The FCC approved the transfer of BroadLife assets and RDOF support to Meridiam-managed Yellowhammer Networks. || Sep 15, 2023 | Acquisition | The BroadLife-to-Yellowhammer transaction for the Alabama RDOF support and obligations was consummated.",,https://www.meridiam.com/assets/alabama-fiber-alabama-us/ | https://www.meridiam.com/news/meridiam-breaks-ground-in-selma-alabama-on-transformative-fiber-infrastructure-project/ | https://www.meridiam.com/news/meridiam-launches-mstreet-fiber-brand/ | https://docs.fcc.gov/public/attachments/DA-23-926A1_Rcd.pdf | https://docs.fcc.gov/public/attachments/DA-23-473A1.pdf,,,
alberta-fiber-networks-a-net__owner-1__meridiam,27205,Alberta Fiber Networks (A-NET),Canada,1,Meridiam,n.a.,2022,2022,,Active,close,none,,Oct 2022 | Financing | Meridiam reached financial close on the A-NET project.,,https://www.meridiam.com/assets/a-net-alberta-canada/ | https://www.meridiam.com/news/meridiam-successfully-reaches-financial-close-on-alberta-broadband-networks/ | https://www.strathcona.ca/your-property-utilities/services-and-infrastructure/internet/fibre-optics-construction/ | https://www.beaumont.ab.ca/news/beaumont-brings-high-speed-fibre-internet-to-local-residents-and-businesses/,,,
central-70__owner-1__meridiam,27234,Central 70,United States,1,Meridiam,n.a.,2017,2017,,Active,close,none,,"Dec 21, 2017 | Financing | Kiewit Meridiam Partners reached financial close on the Central 70 DBFOM project.",,https://www.meridiam.com/assets/c70-highway-colorado-usa/ | https://www.meridiam.com/news/meridiam-kiewit-and-cdot-cut-the-ribbon-on-denver-central-70-project-a-model-of-sustainable-highway-development/ | https://www.codot.gov/projects/i70east | https://www.codot.gov/projects/archives/i70east | https://www.fhwa.dot.gov/ipd/project_profiles/co_central_70.aspx,,,
central-70__owner-2__meridiam,27234,Central 70,United States,2,Meridiam,n.a.,2017,2017,,Active,close,none,,"Dec 21, 2017 | Financing | Kiewit Meridiam Partners reached financial close on the Central 70 DBFOM project.",,https://www.meridiam.com/assets/c70-highway-colorado-usa/ | https://www.meridiam.com/news/meridiam-kiewit-and-cdot-cut-the-ribbon-on-denver-central-70-project-a-model-of-sustainable-highway-development/ | https://www.codot.gov/projects/i70east | https://www.codot.gov/projects/archives/i70east | https://www.fhwa.dot.gov/ipd/project_profiles/co_central_70.aspx,,,
conrac-solutions__owner-1__meridiam,27265,Conrac Solutions,United States,1,Meridiam,n.a.,2023,2023,,Active,close,none,,Jun 2023 | Acquisition | Meridiam acquired Conrac Solutions.,,https://www.meridiam.com/assets/conrac-solutions-united-states/ | https://www.conracsolutions.com/ | https://www.conracsolutions.com/news | https://www.meridiam.com/news/reno-tahoe-international-airport-breaks-ground-on-ground-transportation-center-and-consolidated-rental-car-facility/,,,
crchum__owner-1__meridiam,27294,CRCHUM,Canada,1,Meridiam,n.a.,2010,2010,,Active,close,none,,May 2010 | Financing | Meridiam reached commercial and financial close for the CRCHUM facility.,,https://www.meridiam.com/assets/montreal-university-hospital-research-center-crchum-canada/ | https://www.chumontreal.qc.ca/en/crchum | https://www.chumontreal.qc.ca/en/crchum/crchum-glance,,,
fresno-state-university-heating-and-cooling-plant__owner-1__meridiam,27323,Fresno State University Heating and Cooling Plant,United States,1,Meridiam,n.a.,2021,2021,,Active,close,none,,Mar 2021 | Financing | Meridiam announced financial close for the Fresno State campus utility project via an SDG impact bond.,,https://www.meridiam.com/assets/california-state-university-fresno-campus/ | https://www.meridiam.com/news/sdg-impact-bond-to-reach-financial-close-on-california-state-university-fresno/ | https://www.meridiam.com/news/meridiam-achieves-substantial-completion-for-fresno-state-university-campus-utility-project/ | https://adminfinance.fresnostate.edu/facilitiesmanagement/cupr/index.html,,,
hoosier-fiber-networks-h-net__owner-1__meridiam,27352,Hoosier Fiber Networks (H-NET),United States,1,Meridiam,n.a.,2022,2022,,Active,announced,none,,"Aug 2022 | Financing | Meridiam announced the Hoosier network agreement with Bloomington, Columbus, and Shelbyville.",,https://www.meridiam.com/assets/central-indiana-broadband-indiana-us/ | https://www.meridiam.com/news/meridiam-to-bring-fiber-based-broadband-services-to-the-cities-of-bloomington-columbus-and-shelbyville-indiana/ | https://www.meridiam.com/news/meridiam-launches-mstreet-fiber-brand/ | https://bloomington.in.gov/news/2022/10/05/5330,,,
idaho-biogas__owner-1__meridiam,27381,Idaho Biogas,United States,1,Meridiam,n.a.,2020,2020,,Active,announced,none,,2020 | Financing | Meridiam described the transaction as its first investment in the U.S. biogas sector. || Nov 2020 | Acquisition | Meridiam announced the acquisition of a 75% stake in New Energy One and its Idaho biogas project.,,https://www.meridiam.com/assets/idaho-biogas-idaho-usa/ | https://www.meridiam.com/news/meridiam-enters-the-biogas-sector-in-the-u-s-developing-its-first-project-in-the-country/ | https://www.newenergyone.com/,,,
ion-light-rail-transit__owner-1__meridiam,27409,ION Light Rail Transit,Canada,1,Meridiam,n.a.,2014,2014,,Active,close,none,,2014 | Financing | Meridiam and its GrandLinq partners reached financial close for Stage 1 of the concession.,,https://www.meridiam.com/assets/waterloo-lrt-ontario-canada/ | https://www.meridiam.com/news/meridiam-inaugurates-the-sustainable-ion-light-rail-transit-in-waterloo-canada/ | https://www.regionofwaterloo.ca/en/living-here/ion-light-rail.aspx | https://www.grandrivertransit.ca/en/ion-light-rail.aspx,,,
laguardia-terminal-b__owner-1__meridiam,27438,LaGuardia Terminal B,United States,1,Meridiam,n.a.,2016,2016,,Active,close,none,,Jun 2016 | Financing | Meridiam reached financial close on the LaGuardia Terminal B redevelopment concession.,,https://www.meridiam.com/assets/laguardia-gateway-partners-airport-new-york-usa/ | https://www.meridiam.com/news/meridiam-increases-its-ownership-in-new-yorks-laguardia-terminal-b/ | https://laguardiab.com/about-us/partners | https://www.usa.skanska.com/who-we-are/media/press-releases/277033/Skanska-divests-ownership-of-LaGuardia-Airport-Terminal-B-in-New-York%2C-NY-for-115-million,,,
laguna-water-supply__owner-1__meridiam,27468,Laguna Water Supply,United States,1,Meridiam,n.a.,2022,2022,,Active,close,none,,"Dec 16, 2022 | Acquisition | Meridiam completed the acquisition of the Laguna Water Supply portfolio.",,https://www.meridiam.com/assets/laguna-water-supply/ | https://perenfra.com/ | https://www.meridiam.com/wp-content/uploads/2025/10/BD-LIVRE-MERIDIAM-VA.pdf | https://perenfra.com/news/,,,
long-beach-courthouse__owner-1__meridiam,27496,Long Beach Courthouse,United States,1,Meridiam,n.a.,2010,2010,,Active,close_unattributed,none,,2010 | Acquisition | Meridiam became the 100% equity owner of the project company. || Dec 2010 | Financing | The Long Beach Courthouse project reached financial close.,,https://www.meridiam.com/assets/long-beach-courthouse-usa/ | https://courts.ca.gov/facilities/los-angeles-county-governor-george-deukmejian-courthouse-long-beach | https://courts.ca.gov/sites/default/files/courts/default/2024-12/fact_sheet_lbjp.pdf | https://www.fhwa.dot.gov/ipd/value_capture/capacity_building/webinar_series/2019/webinar_091919.aspx,,,
memphis-fiber-networks__owner-1__meridiam,27524,Memphis Fiber Networks,United States,1,Meridiam,n.a.,2023,2023,,Active,announced,none,,Sep 2023 | Financing | City of Memphis announced the partnership with Meridiam and Blue Suede Networks for the $750 million fiber buildout.,,https://www.meridiam.com/assets/memphis-fiber-tennessee-us/ | https://www.meridiam.com/news/meridiams-blue-suede-networks-breaks-ground-in-memphis-tennessee-on-transformative-fiber-infrastructure-project/ | https://www.meridiam.com/news/meridiam-launches-mstreet-fiber-brand/ | https://www.meridiam.com/wp-content/uploads/2024/04/Press-Release_Meridiam-Memphis-Groundbreaking_4.29.24-FINAL.pdf | https://communitynetworks.org/content/memphis-launches-700-million-plan-expand-fiber-access | https://www.benton.org/newsletter/daily-digest-562024-elliott-rosenworcel,,,
montreal-university-hospital-research-center-crchum__owner-1__meridiam,27556,Montreal University Hospital Research Center (CRCHUM),Canada,1,Meridiam,n.a.,2010,2010,,Active,close,none,,May 2010 | Financing | Meridiam reached commercial and financial close for the CRCHUM facility.,,https://www.meridiam.com/assets/montreal-university-hospital-research-center-crchum-canada/ | https://www.chumontreal.qc.ca/en/crchum | https://op3.dc.gov/sites/default/files/dc/sites/op3/publication/attachments/Daly%20Unsolicited%20Proposal%20-%20Published%2004.24.18_0.pdf | https://www.meridiam.com/assets/,,,
north-tarrant-express-segment-3__owner-1__meridiam,27585,North Tarrant Express Segment 3,United States,1,Meridiam,n.a.,2013,2013,,Active,close,none,,2013 | Financing | Meridiam and partners reached financial close for NTE Segments 3A and 3B.,,https://www.meridiam.com/assets/north-tarrant-express-segments-3a3b3c-texas-us/ | https://www.meridiam.com/news/meridiam-and-partners-achieve-financial-closing-for-new-segment-of-north-tarrant-express-road-in-texas-usa/ | https://www.transportation.gov/buildamerica/about/resources-mode/north-tarrant-express-segments-3a-3b-dallas-fort-worth-tx | https://www.txdot.gov/projects/projects-studies/fort-worth/north-tarrant-express.html,,,
north-tarrant-express-segments-1-and-2__owner-1__meridiam,27615,North Tarrant Express Segments 1 and 2,United States,1,Meridiam,n.a.,2009,2009,,Active,close,none,,"Jun 2009 | Acquisition | TxDOT awarded the concession for North Tarrant Express Segments 1 and 2 to NTE Mobility Partners, whose investors included Meridiam. || Jun 23, 2009 | Financing | The concession for North Tarrant Express Segments 1 and 2 reached commercial close with Meridiam as an equity investor. (Concession)",,https://www.meridiam.com/assets/north-tarrant-expressway-segments-12-and-managed-lanes-texas-usa/ | https://www.transportation.gov/buildamerica/projects/project-highlights/north-tarrant-express-segments-1-2a-dallas-fort-worth-tx | https://www.fhwa.dot.gov/ipd/project_profiles/tx_north_tarrant.aspx | https://newsroom.ferrovial.com/en-us/press-releases/nte-292-million-dividend/ | https://www.txdot.gov/business/road-bridge-maintenance/alternative-delivery/north-tarrant-express.html,,,
north-tarrant-express-segments-1-and-2__owner-2__meridiam,27615,North Tarrant Express Segments 1 and 2,United States,2,Meridiam,n.a.,2009,2009,,Active,close,none,,"Jun 2009 | Acquisition | TxDOT awarded the concession for North Tarrant Express Segments 1 and 2 to NTE Mobility Partners, whose investors included Meridiam. || Jun 23, 2009 | Financing | The concession for North Tarrant Express Segments 1 and 2 reached commercial close with Meridiam as an equity investor. (Concession)",,https://www.meridiam.com/assets/north-tarrant-expressway-segments-12-and-managed-lanes-texas-usa/ | https://www.transportation.gov/buildamerica/projects/project-highlights/north-tarrant-express-segments-1-2a-dallas-fort-worth-tx | https://www.fhwa.dot.gov/ipd/project_profiles/tx_north_tarrant.aspx | https://newsroom.ferrovial.com/en-us/press-releases/nte-292-million-dividend/ | https://www.txdot.gov/business/road-bridge-maintenance/alternative-delivery/north-tarrant-express.html,,,
northeast-anthony-henday-drive__owner-1__meridiam,27647,Northeast Anthony Henday Drive,Canada,1,Meridiam,n.a.,2012,2012,,Active,close,none,,"2012 | Financing | Capital City Link General Partnership, including Meridiam Infrastructure, reached financial close for the Northeast Anthony Henday Drive project.",,https://www.meridiam.com/assets/northeast-anthony-henday-drive-neah-alberta-canada/ | https://www.meridiam.com/wp-content/uploads/2021/11/NEAH-UK-final-july-2019.pdf | https://www.aecon.com/press-room/news/2012/05/22/1254-Aecon-part-of-Design-Build-JV-for-next-leg-of-Ring-Road-project | https://www.alberta.ca/northeast-anthony-henday-drive | https://open.alberta.ca/dataset/c642634d-e6a7-468b-94cb-802a307ac54d/resource/da1f09ed-4efc-451e-aa77-ef54762c75ee/download/ahdnedbfoagreement.pdf,,,
northeast-anthony-henday-drive__owner-2__meridiam,27647,Northeast Anthony Henday Drive,Canada,2,Meridiam,n.a.,2012,2012,,Active,close,none,,"2012 | Financing | Capital City Link General Partnership, including Meridiam Infrastructure, reached financial close for the Northeast Anthony Henday Drive project.",,https://www.meridiam.com/assets/northeast-anthony-henday-drive-neah-alberta-canada/ | https://www.meridiam.com/wp-content/uploads/2021/11/NEAH-UK-final-july-2019.pdf | https://www.aecon.com/press-room/news/2012/05/22/1254-Aecon-part-of-Design-Build-JV-for-next-leg-of-Ring-Road-project | https://www.alberta.ca/northeast-anthony-henday-drive | https://open.alberta.ca/dataset/c642634d-e6a7-468b-94cb-802a307ac54d/resource/da1f09ed-4efc-451e-aa77-ef54762c75ee/download/ahdnedbfoagreement.pdf,,,
port-of-miami-tunnel__owner-1__meridiam,27679,Port of Miami Tunnel,United States,1,Meridiam,n.a.,2009,2009,,Active,close,none,,"Oct 2009 | Financing | The Port of Miami Tunnel reached financial close, with Meridiam taking a 90% equity position alongside Bouygues.",,https://www.meridiam.com/assets/port-of-miami-tunnel-florida-usa/ | https://www.transportation.gov/buildamerica/projects/port-miami-tunnel | https://www.prnewswire.com/news-releases/meridiam-announces-the-successful-opening-of-the-port-of-miami-tunnel-269850581.html | https://www.portofmiamitunnel.com/project-overview/project-history,,,
presidio-parkway__owner-1__meridiam,27707,Presidio Parkway,United States,1,Meridiam,n.a.,2012,2012,,Active,close,none,,"Jun 14, 2012 | Financing | Meridiam-backed Golden Link Concessionaire achieved financial close for the DBFOM concession.",,https://www.meridiam.com/assets/presidio-parkway-road-california-usa/ | https://www.transportation.gov/buildamerica/projects/presidio-parkway | https://www.fhwa.dot.gov/ipd/project_profiles/ca_presidio.aspx | https://www.meridiam.com/wp-content/uploads/2025/07/Meridiam-Presidio-10th-Anniversary-Release-7.11.25.pdf,,,
purple-line-light-rail-transit__owner-1__meridiam,27737,Purple Line Light Rail Transit,United States,1,Meridiam,n.a.,2016,2016,,Active,close,none,,Jun 2016 | Financing | Meridiam announced the original financial close on the Maryland Purple Line project.,,https://www.meridiam.com/assets/purple-line-lrt-maryland-usa/ | https://www.meridiam.com/news/meridiam-announces-financial-close-of-washington-dc-area-light-rail-line-and-resumption-of-construction/ | https://www.transportation.gov/briefing-room/us-department-transportation-announces-176-billion-loan-purple-line-light-rail | https://www.purplelinemd.com/,,,
reno-airport-ground-transportation-center__owner-1__meridiam,27766,Reno Airport Ground Transportation Center,United States,1,Meridiam,n.a.,2024,2024,,Active,close,none,,May 2024 | Financing | Meridiam reached financial close for the Reno Airport Ground Transportation Center.,,https://www.meridiam.com/assets/reno-airport-ground-transportation-center-nevada-united-states/ | https://www.meridiam.com/news/reno-tahoe-international-airport-breaks-ground-on-ground-transportation-center-and-consolidated-rental-car-facility/ | https://www.conracsolutions.com/rno | https://www.renoairport.com/newsroom/release-reno-tahoe-international-airport-breaks-ground-on-ground-transportation-center-and-consolidated-rental-car-facility/,,,
southwest-calgary-ring-road__owner-1__meridiam,27795,Southwest Calgary Ring Road,Canada,1,Meridiam,n.a.,2016,2016,,Active,close,none,,Sep 2016 | Financing | Meridiam and the Mountain View Partners consortium signed the DBFO agreement and reached financial close.,,https://www.meridiam.com/assets/southwest-calgary-ring-road-alberta-canada/ | https://www.meridiam.com/news/southwest-calgary-ring-road-fully-opened-to-traffic/ | https://open.alberta.ca/publications/agreement-to-design-build-finance-and-operate-southwest-calgary-ring-road,,,
sr-400-express-lanes__owner-1__meridiam,27823,SR 400 Express Lanes,United States,1,Meridiam,n.a.,2025,2025,,Active,close,none,,2025 | Financing | Construction mobilization began following financial close. || Aug 2025 | Financing | The Meridiam-led consortium reached financial close on the SR 400 Express Lanes project.,,https://www.meridiam.com/assets/sr-400-express-lanes-georgia-us/ | https://www.meridiam.com/news/meridiam-led-consortium-successfully-reaches-financial-close-on-sr-400-express-lanes-project/ | https://sr400peachpartners.com/news/ | https://news.acciona.com/press-release/acciona-best-value-proposer-in-atlantas-sr400-managed-lanes-project/,,,
transform-66-outside-the-beltway__owner-1__meridiam,27852,Transform 66 Outside the Beltway,United States,1,Meridiam,n.a.,2017,2017,,Active,close,none,,"2017 | Financing | Transform 66 Outside the Beltway reached financial close and entered construction with Meridiam as an equity investor. (Concession) || Nov 9, 2017 | Financing | I-66 Express Mobility Partners, whose equity investors included Meridiam Infrastructure North America Fund II, reached financial close on the DBFOM concession.",,https://www.meridiam.com/assets/i-66-highway-virginia-usa/ | https://www.meridiam.com/news/transform-66-outside-the-beltway-meridiam-vdot-and-partners-open-the-largest-surface-transportation-project-in-the-u-s-on-time-and-on-budget/ | https://outside.transform66.org/ | https://vdot.virginia.gov/projects/major-projects/transform66/transform66-outside/ | https://www.fhwa.dot.gov/ipd/project_profiles/va_transform_66.aspx,,,
transform-66-outside-the-beltway__owner-2__meridiam,27852,Transform 66 Outside the Beltway,United States,2,Meridiam,n.a.,2017,2017,,Active,close,none,,"2017 | Financing | Transform 66 Outside the Beltway reached financial close and entered construction with Meridiam as an equity investor. (Concession) || Nov 9, 2017 | Financing | I-66 Express Mobility Partners, whose equity investors included Meridiam Infrastructure North America Fund II, reached financial close on the DBFOM concession.",,https://www.meridiam.com/assets/i-66-highway-virginia-usa/ | https://www.meridiam.com/news/transform-66-outside-the-beltway-meridiam-vdot-and-partners-open-the-largest-surface-transportation-project-in-the-u-s-on-time-and-on-budget/ | https://outside.transform66.org/ | https://vdot.virginia.gov/projects/major-projects/transform66/transform66-outside/ | https://www.fhwa.dot.gov/ipd/project_profiles/va_transform_66.aspx,,,
university-of-iowa-utility-system__owner-1__meridiam,27884,University of Iowa Utility System,United States,1,Meridiam,n.a.,2020,2020,,Active,close,none,,"Mar 10, 2020 | Financing | Meridiam and ENGIE achieved financial close on the 50-year concession.",,https://www.meridiam.com/assets/university-of-iowa-usa-utility-management-concession/ | https://www.meridiam.com/news/meridiam-successfully-achieves-financial-close-of-the-50-year-concession-contract-with-the-university-of-iowas-utility-system/ | https://www.meridiam.com/wp-content/uploads/2021/10/Closing-Iowa-UK-version_march2020.pdf | https://facilities.uiowa.edu/ui-utility-system,,,
chrysalis-renewables-lp__owner-1__morrison,27913,Chrysalis Renewables LP,Canada,1,Morrison,"Morrison Infrastructure Partners Master Fund SCSp (MIP), with co-invest via MIP Chrysalis Co-Investment SCSp (MIP CC).",2026,2026,,Active,announced,none,,2026 | Financing | Morrison disclosed that Chrysalis was backed by its flagship infrastructure fund and a related co-investment vehicle. || Feb 2026 | Financing | Hanwha Renewables and Morrison-backed Chrysalis Renewables announced a strategic partnership. || Feb 2026 | Other | The partnership set an initial target of more than 3.5 GW of solar and battery storage deployment in North America.,,https://morrisonglobal.com/news-insights/hanwha-renewables-and-morrison-backed-chrysalis-renewables-announce-strategic-partnership-to-accelerate-renewable-energy-development/ | https://www.businesswire.com/news/home/20260209881076/en/Hanwha-Renewables-and-Morrison-backed-Chrysalis-Renewables-Announce-Strategic-Partnership-to-Accelerate-Renewable-Energy-Development | https://renewablesnow.com/news/hanwha-morrison-platform-to-partner-on-3-5-gw-of-solar-bess-1289437/,,,
