recordId,ownershipPeriodId,companyName,country,investmentFirm,currentVehicleName,databaseVehicleName,investmentYear,stake,attribution,confidence,attributedFundName,disclosedOrEstimatedFundName,currentLinkedFundName,linkedCanonicalFundName,targetLinkedFundName,rationale,evidenceUrls,sourceAuditStatus,applyEligible,proposedAction,fundDatabaseAction
OFA-6C656DE6845E,cmrxpjps601ddivhenrs2eck8,Stella Wind Farm,United States,Allianz Global Investors,Allianz Capital Partners (Tax Equity),Allianz Capital Partners (Tax Equity),2018,,DIRECT_PROGRAM,MEDIUM,,,,,,"Matched supplemental ownership detail: Firm: Allianz Global Investors | Fund: Allianz Capital Partners tax equity vehicle | Ownership Interest: Not publicly disclosed. Disclosure identifies a generic vehicle, account, client pool, or transaction structure rather than an exact fund.",https://www.prnewswire.com/news-releases/eon-achieves-successful-commercial-operation-and-tax-equity-financing-for-stella-wind-farm-300782909.html; https://www.eon.com/en/about-us/media/press-release/2018/eon-starts-construction-of-a-new-wind-farm-in-texas-and-makes-important-progress-in-us-business.html; https://americas.rwe.com/our-energy/onshore-wind/onshore-wind-projects-and-locations/; https://comptroller.texas.gov/economy/development/prop-tax/ch313/agreement-docs-details.php?id=1176,Disclosed but generic,false,SET_DIRECT_PROGRAM,NONE
OFA-9738BB18FFA7,cmrxpk1qv01wjivhesljqngxd,Stem Energy Storage Asset SPVs,United States,Generate Capital,Asset Owner,Asset Owner,2016,,DISCLOSED,HIGH,Asset Owner,Asset Owner,,,,Matched supplemental ownership detail: Firm: Generate Capital | Fund: Asset Owner | Ownership Interest: Not publicly disclosed. Supplemental ownership detail discloses a distinct fund/vehicle that does not match funds.ts.,https://www.energy-storage.news/stem-takes-project-funding-to-us350-million/; https://www.stem.com/about-stem/; https://generatecapital.com/investment/; https://www.stem.com/wp-content/uploads/2022/10/About-Stem-Brochure-Sept-2022.pdf,Verified fund - missing from funds list,false,SET_DISCLOSED_UNLISTED,REVIEW_ALIAS_OR_SIZE_GATED_ADDITION
OFA-0760DAFAF213,cmrxpjp6j01cgivheoll14t81,Stillhouse Solar Project,United States,Northleaf Capital Partners,Stillhouse TEP LLC,Stillhouse TEP LLC,2024,Minority,INFERRED,MEDIUM,Northleaf NICP IV,Northleaf NICP IV,Northleaf NICP IV,Northleaf NICP IV,Northleaf NICP IV,"Estimated by preserving the existing curated link to Northleaf NICP IV; public disclosure does not identify a distinct fund. Ranked evidence considered manager match 1.00, vintage 2023 is 1 years before investment, North America-relevant mandate.",https://matrixrenewables.com/matrix-renewables-announces-commercial-operations-and-investment-tax-credit-funding-with-concurrent-term-conversion-for-a-281mwdc-solar-project-in-bell-county-texas/; https://matrixrenewables.com/wp-content/uploads/2025/05/2024-Sustainability-Report-VF_2.pdf; https://matrixrenewables.com/wp-content/uploads/2025/12/20230628-MATRIX-RENEWABLES-ANNOUNCES-ACQUISITION-OF-STILLHOUSE-SOLAR-PROJECT-FROM-OCI-SOLAR-POWER.pdf,Needs user review,false,SET_INFERRED,NONE
OFA-3D3FC7799AC4,cmrxpkaac029sivheoa20px0f,Stonepeak Infrastructure Logistics Platform,United States,Stonepeak,n.a.,n.a.,2021,,INFERRED,MEDIUM,Stonepeak Infrastructure Fund IV,Stonepeak Infrastructure Fund IV,Stonepeak Infrastructure Fund IV,Stonepeak Infrastructure Fund IV,Stonepeak Infrastructure Fund IV,"Estimated by preserving the existing curated link to Stonepeak Infrastructure Fund IV; public disclosure does not identify a distinct fund. Ranked evidence considered manager match 1.00, vintage 2020 is 1 years before investment, North America-relevant mandate.",https://stonepeak.com/investments; https://stonepeak.com/news/stonepeak-acquires-six-building-logistics-portfolio-in-houston-texas; https://stonepeak.com/news/stonepeak-acquires-logistics-portfolio-in-fort-worth-texas; https://stonepeak.com/investments/infrastructure/transport-logistics,n.a.,false,SET_INFERRED,NONE
OFA-C16DD63BB4B7,cmrxpkasw02ajivhegp2lqj8g,Strategic Venue Partners,United States,Tiger Infrastructure Partners,Tiger Infrastructure Partners Fund II,Tiger Infrastructure Partners Fund II,2019,,DISCLOSED,HIGH,Tiger Infrastructure Partners Fund II,Tiger Infrastructure Partners Fund II,Tiger Infrastructure Partners Fund II,Tiger Infrastructure Partners Fund II,Tiger Infrastructure Partners Fund II,Matched supplemental ownership detail: Firm: Tiger Infrastructure Partners | Fund: Not publicly disclosed. | Ownership Interest: Not publicly disclosed. Seed milestones or source evidence explicitly name the current fund vehicle.,https://www.tigerinfrastructure.com/portfolio/Strategic-Venue; https://www.prnewswire.com/news-releases/strategic-venue-partners-announces-formation-of-new-holding-company-to-serve-as-platform-for-its-wireless-infrastructure-assets--appointment-of-darlene-braunschweig-as-senior-vice-president-of-business-development-300779389.html; https://www.strategicvenue.com/strategic-venue-partners-launches-innovative-wireless-infrastructure-firm/; https://www.strategicvenue.com/strategic-venue-partners-announces-financial-transactions/,Verified fund,true,SET_DISCLOSED_LINKED,NONE
OFA-89F4693A2869,cmrxpjr1j01ffivhek6c29kqt,Stream Data Centers (SDC),United States,Apollo Global Management,Apollo Funds,Apollo Funds,2025,,INFERRED,LOW,Apollo Infrastructure Opportunities Fund II,Apollo Infrastructure Opportunities Fund II,Apollo Infrastructure Opportunities Fund II,Apollo Infrastructure Opportunities Fund II,Apollo Infrastructure Opportunities Fund II,"Estimated by preserving the existing curated link to Apollo Infrastructure Opportunities Fund II; public disclosure does not identify a distinct fund. Ranked evidence considered manager match 1.00, vehicle-name overlap 0.33, vintage 2022 is 3 years before investment, North America-relevant mandate.",https://www.streamdatacenters.com/news/apollo-funds-to-acquire-majority-stake-in-stream-data-centers/; https://www.streamdatacenters.com/news/apollo-funds-complete-acquisition-of-stream-data-centers/; https://www.streamdatacenters.com/; https://www.streamdatacenters.com/company/history/,Disclosed but generic,false,SET_INFERRED,NONE
OFA-6E23F86E161E,cmrxpkbae02bcivhej4js7a93,Student Transportation Inc.,United States / Canada,Ullico,Ullico Infrastructure Master Fund,Ullico Infrastructure Master Fund,2018,,DISCLOSED,HIGH,Ullico Infrastructure Master Fund,Ullico Infrastructure Master Fund,,,,Matched supplemental ownership detail: Firm: Ullico | Fund: Ullico Infrastructure Master Fund | Ownership Interest: Not publicly disclosed. Supplemental ownership detail discloses a distinct fund/vehicle that does not match funds.ts.,https://www.goodmans.ca/expertise/case/student-transportation-acquired-for-us1-1-billion-by-a-group-of-investors-led-by-cdpq; https://www.sec.gov/Archives/edgar/data/1419465/000119312518093955/d518454dex991.htm; https://www.globenewswire.com/news-release/2018/02/28/1396555/0/en/Student-Transportation-Inc-to-be-Acquired-by-a-Group-of-Investors-led-by-CDPQ.html,Verified fund - missing from funds list,false,SET_DISCLOSED_UNLISTED,REVIEW_ALIAS_OR_SIZE_GATED_ADDITION
OFA-BA48FB0432AF,cmrxpjx2e01p6ivhe1f9p5ler,Student Transportation of America and Canada,United States / Canada,La Caisse de dépôt (CDPQ),n.a.,n.a.,2004,Controlling shareholder; exact percentage not publicly disclosed,DISCLOSED,HIGH,CDPQ Infrastructure,CDPQ Infrastructure,CDPQ Infrastructure,CDPQ Infrastructure,CDPQ Infrastructure,Matched supplemental ownership detail: Firm: CDPQ | Fund: CDPQ Infrastructure | Ownership Interest: Not publicly disclosed. Verified fund matches an existing fund-list entry.,https://www.lacaisse.com/en/news/pressreleases/student-transportation-expands-canadian-operations-through-major-acquisition; https://www.lacaisse.com/en/news/articles/3-factors-have-made-student-transportation-third-largest-school-transportation-player; https://www.torys.com/work/2018/02/student-transportation-acquired-by-a-group-of-investors-led-by-cdpq; https://ridesta.com/student-transportation-inc-to-be-acquired-by-a-group-of-investors-led-by-cdpq/; https://www.lacaisse.com/en/news/perspectives/3-factors-have-made-student-transportation-third-largest-school-transportation-player,Verified fund,true,SET_DISCLOSED_LINKED,NONE
OFA-BE0A3B22893E,cmrxpk55g021nivhem3fucb57,Sugar Creek,United States,InfraRed Capital Partners,n.a.,n.a.,2022,,INFERRED,LOW,HICL Infrastructure PLC,HICL Infrastructure PLC,HICL Infrastructure PLC,HICL Infrastructure PLC,HICL Infrastructure PLC,"Estimated by preserving the existing curated link to HICL Infrastructure PLC; public disclosure does not identify a distinct fund. Ranked evidence considered manager match 1.00, evergreen/permanent-capital vehicle, North America-relevant mandate.",https://www.ircp.com/news/infrared-capital-partners-acquire-stakes-four-wind-assets-algonquin-power-utilities-corp-0/; https://www.ircp.com/case-study/us-onshore-wind/; https://www.algonquinpower.com/,n.a.,false,SET_INFERRED,NONE
OFA-50693BC3A924,cmrxpk2v401y7ivheyw1y1pqj,Summit Broadband,United States,Grain Management,n.a.,n.a.,2020,,INFERRED,LOW,Grain GCOF III,Grain GCOF III,Grain GCOF III,Grain GCOF III,Grain GCOF III,"Estimated by preserving the existing curated link to Grain GCOF III; public disclosure does not identify a distinct fund. Ranked evidence considered manager match 1.00, investment predates reported close by 1 year; pre-close deployment is plausible, North America-relevant mandate.",https://graingp.com/news/grain-management-completes-acquisition-of-summit-broadband/; https://summit-broadband.com/about-us/; https://summit-broadband.com/about-us/our-network/; https://summit-broadband.com/news-and-updates/summit-broadband-secures-additional-100-million-for-florida-expansion/,n.a.,false,SET_INFERRED,NONE
OFA-0733DB282BAD,cmrxpkax202arivhesv0gri6w,Summit Carbon Solutions,United States,TPG,n.a.,n.a.,2022,,INFERRED,LOW,TPG Peppertree Fund X,TPG Peppertree Fund X,TPG Peppertree Fund X,TPG Peppertree Fund X,TPG Peppertree Fund X,"Estimated by preserving the existing curated link to TPG Peppertree Fund X; public disclosure does not identify a distinct fund. Ranked evidence considered manager match 1.00, investment predates reported close by 1 year; pre-close deployment is plausible, North America-relevant mandate.",https://www.prnewswire.com/news-releases/summit-carbon-solutions-announces-successful-completion-of-1-billion-equity-raise-following-300-million-investment-from-tpg-rise-climate-301545158.html; https://www.prnewswire.com/news-releases/tiger-infrastructure-partners-fund-iii-closes-at-1-25-billion-hard-cap-reflecting-investor-demand-for-its-innovative-growth-capital-strategy-301531549.html; https://www.tigerinfrastructure.com/documents/FG/tigerNew/news/611388_SCS_Press_Release___Tiger___2021_04_20.pdf; https://www.summitcarbonsolutions.com/; https://www.summitag.com/summit-carbon-solutions-announces-successful-completion-of-1-billion-equity-raise-following-300-million-investment-from-tpg-rise-climate/,n.a.,false,SET_INFERRED,NONE
OFA-F848411D9687,cmrxpkaxj02asivhe2the1gpw,Summit Carbon Solutions,United States,Tiger Infrastructure Partners,Tiger Infrastructure Partners Fund III,Tiger Infrastructure Partners Fund III,2021,,DISCLOSED,HIGH,Tiger Infrastructure Partners Fund III,Tiger Infrastructure Partners Fund III,Tiger Infrastructure Partners Fund III,Tiger Infrastructure Partners Fund III,Tiger Infrastructure Partners Fund III,Matched supplemental ownership detail: Firm: Tiger Infrastructure Partners | Fund: Not publicly disclosed. | Ownership Interest: Not publicly disclosed. Seed milestones or source evidence explicitly name the current fund vehicle.,https://www.prnewswire.com/news-releases/tiger-infrastructure-partners-fund-iii-closes-at-1-25-billion-hard-cap-reflecting-investor-demand-for-its-innovative-growth-capital-strategy-301531549.html; https://www.prnewswire.com/news-releases/summit-carbon-solutions-announces-successful-completion-of-1-billion-equity-raise-following-300-million-investment-from-tpg-rise-climate-301545158.html; https://www.tigerinfrastructure.com/documents/FG/tigerNew/news/611388_SCS_Press_Release___Tiger___2021_04_20.pdf; https://www.summitcarbonsolutions.com/; https://www.summitag.com/summit-carbon-solutions-announces-successful-completion-of-1-billion-equity-raise-following-300-million-investment-from-tpg-rise-climate/,Verified fund,true,SET_DISCLOSED_LINKED,NONE
OFA-6E983522D1C5,cmrxpk3r601zlivhe8crv8u6l,Summit Infrastructure Group (SummitIG),United States,Harrison Street,Harrison Street Digital Fund,Harrison Street Digital Fund,2021,,DISCLOSED,HIGH,Harrison Street Digital Fund,Harrison Street Digital Fund,,,,Matched supplemental ownership detail: Firm: Harrison Street | Fund: Harrison Street Digital Fund | Ownership Interest: Not publicly disclosed. Supplemental ownership detail discloses a distinct fund/vehicle that does not match funds.ts.,https://www.summitig.com/press-releases/harrison-street-acquires-significant-minority-interest-in-summit-infrastructure-group/; https://www.harrisonst.com/; https://www.summitig.com/,Verified fund - missing from funds list,false,SET_DISCLOSED_UNLISTED,REVIEW_ALIAS_OR_SIZE_GATED_ADDITION
OFA-F028B4661A34,cmrxpjr2301fgivhe8zxpk6uo,Summit Ridge Energy,United States,Apollo Global Management,Apollo-managed funds (specific fund and legal vehicle not publicly disclosed),Apollo-managed funds (specific fund and legal vehicle not publicly disclosed),2022,Not publicly disclosed,DISCLOSED,HIGH,Apollo Sustainable Investing,Apollo Sustainable Investing,,,,Matched supplemental ownership detail: Firm: Apollo Global Management | Fund: Apollo Sustainable Investing | Ownership Interest: Not publicly disclosed. Supplemental ownership detail discloses a distinct fund/vehicle that does not match funds.ts.,https://www.apollo.com/institutional/insights-news/pressreleases/2022/07/apollo-funds-announce-175-million-strategic-investment-in-summit-ridge-energy-a-leading-owner-operator-of-community-solar-121512414; https://srenergy.com/news/gip-acquires-sre/; https://www.apollo.com/aboutus/leadership-and-people/wilson-handler; https://srenergy.com/; https://www.apollo.com/insights-news/pressreleases/2025/04/apollo-funds-commit-up-to-400-million-for-new-commercial-solar-partnership-with-summit-ridge-energy-3060061,Verified fund - missing from funds list,false,SET_DISCLOSED_UNLISTED,REVIEW_ALIAS_OR_SIZE_GATED_ADDITION
OFA-4EBCE379EA32,cmrxpk46q0209ivhe7t0xm7mx,Summit School Services,United States / Canada,I Squared Capital,n.a.,n.a.,2025,,INFERRED,LOW,ISQ Energy Transition Infrastructure Fund,ISQ Energy Transition Infrastructure Fund,ISQ Energy Transition Infrastructure Fund,ISQ Energy Transition Infrastructure Fund,ISQ Energy Transition Infrastructure Fund,"Estimated by preserving the existing curated link to ISQ Energy Transition Infrastructure Fund; public disclosure does not identify a distinct fund. Ranked evidence considered manager match 1.00, vintage 2023 is 2 years before investment, North America-relevant mandate.",https://www.businesswire.com/news/home/20250425724046/en/I-Squared-Capital-Acquires-National-Express-School-NEXS-to-Support-Growth-in-North-America; https://www.mobicogroup.com/media/news-releases/2025/completion-of-north-america-school-bus-sale/; https://isquaredcapital.com/cpt_invest/national-express/; https://isquaredcapital.com/txnm_region/north-america/page/2/; https://www.schoolbusfleet.com/news/15724289/national-express-school-rebrands-as-summit-school-services,n.a.,false,SET_INFERRED,NONE
OFA-63E9301183F5,cmrxpk5ko022bivhezgdwj2rp,"Summit Utilities, Inc.",United States,J.P. Morgan Asset Management,Infrastructure Investments Fund (IIF),Infrastructure Investments Fund (IIF),2007,,DISCLOSED,HIGH,Infrastructure Investments Fund (IIF),Infrastructure Investments Fund (IIF),Infrastructure Investments Fund (IIF),Infrastructure Investments Fund (IIF),Infrastructure Investments Fund (IIF),Matched supplemental ownership detail: Firm: J.P. Morgan Asset Management | Fund: Infrastructure Investments Fund (IIF) | Ownership Interest: Not publicly disclosed. Seed milestones or source evidence explicitly name the current fund vehicle.,https://efis.psc.mo.gov/Document/Display/43447; https://www.prnewswire.com/news-releases/summit-utilities-inc-closes-on-purchase-of-arkansas-and-oklahoma-gas-distribution-assets-from-centerpoint-energy-301457667.html; https://www.summitutilitiesinc.com/; https://www.summitutilitiesinc.com/Documents/2024%20Corporate%20Sustainability%20Report%20Final_revised.pdf; https://www.key.com/businesses-institutions/our-transactions/deals.summit-utilities%2C-inc-.html,Verified fund,true,SET_DISCLOSED_LINKED,NONE
OFA-E3164BDE3EFD,cmrxpjzvv01tiivhewkwwr9kn,"SunShare, LLC",United States,Ember Infrastructure Management,Ember Infrastructure Fund I,Ember Infrastructure Fund I,2021,,DISCLOSED,HIGH,Ember Infrastructure Fund I,Ember Infrastructure Fund I,Ember Infrastructure Fund I,Ember Infrastructure Fund I,Ember Infrastructure Fund I,Matched supplemental ownership detail: Firm: Ember Infrastructure | Fund: Ember Infrastructure Fund I | Ownership Interest: Not publicly disclosed. Seed milestones or source evidence explicitly name the current fund vehicle.,https://ember-infra.com/e/ember-invests-in-sunshare; https://mysunshare.com/; https://mysunshare.com/about-us/,Verified fund,true,SET_DISCLOSED_LINKED,NONE
OFA-ACEAA81B9595,cmrxpjx2x01p7ivhe8m469l9c,SunZia Wind and Transmission,United States,La Caisse de dépôt (CDPQ),n.a.,n.a.,2023,Not publicly disclosed,DISCLOSED,HIGH,CDPQ Infrastructure,CDPQ Infrastructure,CDPQ Infrastructure,CDPQ Infrastructure,CDPQ Infrastructure,Matched supplemental ownership detail: Firm: CDPQ | Fund: CDPQ Infrastructure | Ownership Interest: Not publicly disclosed. Verified fund matches an existing fund-list entry.,https://www.lacaisse.com/sites/default/files/medias/pdf/en/ra/2024_cdpq_add_information.pdf; https://patternenergy.com/pattern-energy-closes-11-billion-financing-of-largest-clean-energy-infrastructure-project-in-u-s-history/; https://patternenergy.com/fr/projects/sunzia-wind-and-transmission/,Verified fund,true,SET_DISCLOSED_LINKED,NONE
OFA-B707AD3C2241,cmrxpk19o01vrivheh0cq29xc,Sunningdale Solar Project,Canada,Fengate Asset Management,Fengate Infrastructure Fund IV,Fengate Infrastructure Fund IV,2014,,INFERRED,MEDIUM,Fengate Infrastructure Fund IV,Fengate Infrastructure Fund IV,Fengate Infrastructure Fund IV,Fengate Infrastructure Fund IV,Fengate Infrastructure Fund IV,"Estimated by preserving the existing curated link to Fengate Infrastructure Fund IV; public disclosure does not identify a distinct fund. Ranked evidence considered manager match 1.00, vehicle-name overlap 0.50, evergreen/permanent-capital vehicle, North America-relevant mandate.",https://recurrentenergy.com/wp-content/uploads/2016/11/Fengate-Announces-Financial-Close-of-Sunningdale-Solar-Farm-Joint-Relase-March-27-2014_Final-_2_.pdf; https://www.prnewswire.com/news-releases/recurrent-energy-completes-10-mw-sunningdale-solar-project-in-canada-266203631.html; https://fengate.com/energy-transition,Needs user review,false,SET_INFERRED,NONE
OFA-77D90D3D7283,cmrxpjxo001q6ivhezy6w5aze,Sunrise Renewables,United States,Copenhagen Infrastructure Partners,n.a.,n.a.,2022,,INFERRED,LOW,Copenhagen Infrastructure IV (CI IV),Copenhagen Infrastructure IV (CI IV),Copenhagen Infrastructure IV (CI IV),Copenhagen Infrastructure IV (CI IV),Copenhagen Infrastructure IV (CI IV),"Estimated by preserving the existing curated link to Copenhagen Infrastructure IV (CI IV); public disclosure does not identify a distinct fund. Ranked evidence considered manager match 1.00, vintage 2020 is 2 years before investment, North America-relevant mandate.",https://psc.ky.gov/pscecf/2024-00406/tosterloh%40sturgillturner.com/01292025030138/2A_Lost_City_Attachment_A_Corporate_Information.pdf; https://psc.ky.gov/pscecf/2024-00406/tosterloh%40sturgillturner.com/03212025051535/01_Response_to_KSB_RFI-1.pdf; https://psc.ky.gov/pscecf/2024-00406/tosterloh%40sturgillturner.com/01292025030138/2_KSB_Lost_City_Application.pdf; https://psc.ky.gov/pscecf/2024-00406/tosterloh%40sturgillturner.com/06062025050850/Lost_City_Witness_List.pdf,n.a.,false,SET_INFERRED,NONE
OFA-081A6DBB6F46,cmrxpk77l024vivhelt0e39ei,"Sunrun Mars Holdings 2020, LLC",United States,Manulife Investment Management,Manulife Infrastructure Fund I,Manulife Infrastructure Fund I,2020,,DISCLOSED,HIGH,Manulife Infrastructure Fund I,Manulife Infrastructure Fund I,Manulife Infrastructure Fund I,Manulife Infrastructure Fund I,Manulife Infrastructure Fund I,Matched supplemental ownership detail: Not publicly disclosed. Seed milestones or source evidence explicitly name the current fund vehicle.,https://equator-principles.com/report/manulife-2020/; https://investors.sunrun.com/filings-financials/sec-filings/content/0001469367-21-000042/ex211final.htm; https://investors.sunrun.com/filings-financials/sec-filings/content/0001628280-26-012289/ex211-2025subsidiariesofth.htm; https://www.manulifeim.com/institutional/global/en/strategies/private-markets/infrastructure/direct-infrastructure-equity,Verified fund,true,SET_DISCLOSED_LINKED,NONE
OFA-B40813DB19A5,cmrxpjxoj01q7ivhe3it5wh70,Sunstone Power,Mexico,Copenhagen Infrastructure Partners,CI Growth Markets Fund II,CI Growth Markets Fund II,2023,,DISCLOSED,HIGH,CI Growth Markets Fund II,CI Growth Markets Fund II,,,,Matched supplemental ownership detail: Firm: Copenhagen Infrastructure Partners | Fund: CI Growth Markets Fund II | Ownership Interest: Not publicly disclosed. Supplemental ownership detail discloses a distinct fund/vehicle that does not match funds.ts.,https://mx.linkedin.com/company/sunstone-power; https://mexicobusiness.news/energy/news/20-generation-projects-advance-mexico; https://www.bnamericas.com/en/news/us2bn-solar-projects-in-mexico-reach-power-purchase-deal-with-cfe; https://strategicenergy.eu/the-companies-behind-mexicos-award-of-3-3-gw-of-renewables-and-1-2-gw-of-battery-storage/,Verified fund - missing from funds list,false,SET_DISCLOSED_UNLISTED,REVIEW_ALIAS_OR_SIZE_GATED_ADDITION
OFA-5279F8CC994C,cmrxpk6iv023vivhej9zqru7a,Supervía Poniente,Mexico,Macquarie Asset Management,Macquarie Infrastructure Partners V,Macquarie Infrastructure Partners V,2022,,DISCLOSED,HIGH,Macquarie Infrastructure Partners V,Macquarie Infrastructure Partners V,Macquarie Infrastructure Partners V,Macquarie Infrastructure Partners V,Macquarie Infrastructure Partners V,Matched supplemental ownership detail: Firm: Macquarie Asset Management | Fund: MIP V / MMIF | Ownership Interest: Not publicly disclosed. Seed milestones or source evidence explicitly name the current fund vehicle.,https://www.legal500.com/gc-powerlist/mexico-2022/thomas-heather/; https://supervia.mx/; https://www.macquarie.com/li/en/about/company/macquarie-asset-management/our-portfolio/supervia.html; https://es.wikipedia.org/wiki/Superv%C3%ADa_Poniente; https://cfcsl.com/en/portfolio-items/supervia-poniente-bridge-expansion-of-av-de-los-poetas-mexico-2012/,Verified fund,true,SET_DISCLOSED_LINKED,NONE
OFA-AC1C9D91767D,cmrxpk1a901vsivhese5ju3sa,Surrey Memorial Hospital Critical Care Tower,Canada,Fengate Asset Management,Fengate Infrastructure Fund IV,Fengate Infrastructure Fund IV,2010,,INFERRED,MEDIUM,Fengate Infrastructure Fund IV,Fengate Infrastructure Fund IV,Fengate Infrastructure Fund IV,Fengate Infrastructure Fund IV,Fengate Infrastructure Fund IV,"Estimated by preserving the existing curated link to Fengate Infrastructure Fund IV; public disclosure does not identify a distinct fund. Ranked evidence considered manager match 1.00, vehicle-name overlap 0.50, evergreen/permanent-capital vehicle, North America-relevant mandate.",https://www.lexpert.ca/big-deals/surrey-hospital-project-reaches-financial-close/347282; https://archive.news.gov.bc.ca/releases/news_releases_2009-2013/2010HSERV0056-001217.htm; https://www.wsp.com/en-us/projects/surrey-memorial-hospital; https://www.infrastructurebc.com/project/surrey-memorial-hospital-redevelopment-and-expansion-emergency-department-and-critical-care-tower/,Needs user review,false,SET_INFERRED,NONE
OFA-83C8C9EF0CEF,cmrxpk0sk01uyivhewry4wp6r,Surrey Pretrial Services Centre Expansion Project,Canada,Equitix,Jura Acquisition,Jura Acquisition,2018,,DISCLOSED,HIGH,Jura Acquisition,Jura Acquisition,,,,Matched supplemental ownership detail: Firm: Equitix | Fund: Jura Acquisition | Ownership Interest: Not publicly disclosed. Supplemental ownership detail discloses a distinct fund/vehicle that does not match funds.ts.,https://www.marketscreener.com/quote/stock/JOHN-LAING-INFRASTRUCTURE-6919133/news/John-Laing-Infrastructure-Fund-Ld-Scheme-of-Arrangement-becomes-Effective-27339064/; https://www.infrastructurebc.com/project/surrey-pretrial-services-centre-expansion-project/; https://www.newswire.ca/news-releases/surrey-pretrial-services-centre-expansion-benefits-from-p3-approach-513731251.html; https://www.infrapppworld.com/news/construction-completed-for-british-columbia-prison-p3,Verified fund - missing from funds list,false,SET_DISCLOSED_UNLISTED,REVIEW_ALIAS_OR_SIZE_GATED_ADDITION
OFA-09CF7FB44A1E,cmrxpjxp201q8ivhet2j2k6wd,Swan Lake North Pumped Storage Project,United States,Copenhagen Infrastructure Partners,Copenhagen Infrastructure IV (CI IV),Copenhagen Infrastructure IV (CI IV),2020,,DISCLOSED,HIGH,Copenhagen Infrastructure IV (CI IV),Copenhagen Infrastructure IV (CI IV),Copenhagen Infrastructure IV (CI IV),Copenhagen Infrastructure IV (CI IV),Copenhagen Infrastructure IV (CI IV),Matched supplemental ownership detail: Firm: Copenhagen Infrastructure Partners | Fund: Not publicly disclosed. | Ownership Interest: Not publicly disclosed. Seed milestones or source evidence explicitly name the current fund vehicle.,https://www.renewableenergyworld.com/energy-storage/pumped-storage/cip-acquires-393-mw-swan-lake-1200-mw-goldendale-pumped-storage-hydro-projects-in-u-s/; https://www.slenergystorage.com/project.html; https://goldendaleenergystorage.com/news.html,Verified fund,true,SET_DISCLOSED_LINKED,NONE
OFA-B4D8DD8FCB17,cmrxpk4lr020wivhe9tmgtrqh,Swift Current Energy,United States,IFM Investors,n.a.,n.a.,2021,,INFERRED,LOW,IFM CETF,IFM CETF,IFM CETF,IFM CETF,IFM CETF,"Estimated by preserving the existing curated link to IFM CETF; public disclosure does not identify a distinct fund. Ranked evidence considered manager match 1.00, evergreen/permanent-capital vehicle, North America-relevant mandate.",https://www.buckeye.com/press-releases/buckeye-partners-nala-renewables-invest-in-swift-current-energy-to-accelerate-u-s-growth-plans; https://www.ifminvestors.com/capabilities/infrastructure/our-portfolio/swift-current-energy/; https://swiftcurrentenergy.com/; https://swiftcurrentenergy.com/about-us/; https://swiftcurrentenergy.com/projects/,n.a.,false,SET_INFERRED,NONE
OFA-FB3BE65688A0,cmrxpjtas01j6ivherl333gg9,Swiftsure Housing Partners (Broadview at Vanderbilt),United States,Axium Infrastructure,Axium Managed Funds,Axium Managed Funds,2021,,INFERRED,LOW,AxInfra Fund I-IV,AxInfra Fund I-IV,AxInfra Fund I-IV,AxInfra Fund I-IV,AxInfra Fund I-IV,"Estimated by preserving the existing curated link to AxInfra Fund I-IV; public disclosure does not identify a distinct fund. Ranked evidence considered manager match 1.00, evergreen/permanent-capital vehicle, North America-relevant mandate.",https://bbcampussolutions.com/balfour-beatty-campus-solutions-to-develop-mixed-use-student-housing-project-for-vanderbilt-university/; https://www.axiuminfra.com/portfolio-assets/?lang=en; https://www.balfourbeatty.com/media-centre/latest/balfour-beatty-campus-solutions-to-develop-mixed-use-student-housing-project-for-vanderbilt-university/; https://www.balfourbeatty.com/media-centre/latest/balfour-beatty-campus-solutions-student-housing-development-at-vanderbilt-university-earns-leed-gold-certification/; https://www.bdconnect.com/bd-partners-with-vanderbilt-university-to-deliver-their-new-p3-graduate-village/,Disclosed but generic,false,SET_INFERRED,NONE
OFA-2D09DE463B49,cmrxpjyws01s2ivhega71tdl3,"Switch, Inc.",United States,DigitalBridge,DigitalBridge Partners II,DigitalBridge Partners II,2022,,DISCLOSED,HIGH,"DigitalBridge Partners II, LP","DigitalBridge Partners II, LP","DigitalBridge Partners II, LP","DigitalBridge Partners II, LP","DigitalBridge Partners II, LP",Matched supplemental ownership detail: Firm: DigitalBridge | Fund: DigitalBridge Partners II | Ownership Interest: 55.8% Verified fund matches an existing fund-list entry.,https://www.digitalbridge.com/news/2022-12-06-digitalbridge-and-ifm-investors-complete-11-billion-take-private-of-switch; https://ir.digitalbridge.com/news-releases/news-release-details/digitalbridge-and-ifm-investors-complete-11-billion-take-private/; https://www.ifminvestors.com/capabilities/infrastructure/our-portfolio/switch-inc/; https://www.switch.com/,Verified fund,true,SET_DISCLOSED_LINKED,NONE
