company_name,country,current_owner_investment_firm,current_ownership_vehicle,investment_year,verified_fund_vehicle_result,result_status,evidence_urls,evidence_type,confidence,proposed_seed_data_action,notes
PurposeEnergy Minster,United States,Quinbrook,n.a.,2023,n.a.,n.a.,https://purposeenergy.com/news-insights/sustainable-future-with-quinbrook-partners/; https://www.quinbrook.com/projects/minster/; https://www.quinbrook.com/portfolio/purposeenergy/; https://purposeenergy.com/project/minster/,manager/company ownership source; supporting source; supplemental source; manager page,High,No seed-data action suggested.,Matched supplemental ownership detail: Firm: Quinbrook Infrastructure Partners | Fund: Not publicly disclosed. | Ownership Interest: Not publicly disclosed. Supplemental detail states the fund was not publicly disclosed.
PurposeEnergy Minster,United States,Quinbrook,n.a.,2023,n.a.,n.a.,https://purposeenergy.com/news-insights/sustainable-future-with-quinbrook-partners/; https://www.quinbrook.com/projects/minster/; https://www.quinbrook.com/portfolio/purposeenergy/; https://purposeenergy.com/project/minster/,manager/company ownership source; supporting source; supplemental source; manager page,High,No seed-data action suggested.,Matched supplemental ownership detail: Firm: Quinbrook Infrastructure Partners | Fund: Not publicly disclosed. | Ownership Interest: Not publicly disclosed. Supplemental detail states the fund was not publicly disclosed.
PurposeEnergy South Burlington,United States,Quinbrook,n.a.,2023,n.a.,n.a.,https://www.quinbrook.com/projects/south-burlington/; https://www.quinbrook.com/portfolio/purposeenergy/; https://pcconstruction.com/projects/purposeenergy-anaerobic-digester/; https://purposeenergy.com/project/zero-gravity-brewery/,manager/company ownership source; supporting source; supplemental source; manager page,High,No seed-data action suggested.,Matched supplemental ownership detail: Firm: Quinbrook Infrastructure Partners | Fund: Not publicly disclosed. | Ownership Interest: Not publicly disclosed. Supplemental detail states the fund was not publicly disclosed.
PurposeEnergy South Burlington,United States,Quinbrook,n.a.,2023,n.a.,n.a.,https://www.quinbrook.com/projects/south-burlington/; https://www.quinbrook.com/portfolio/purposeenergy/; https://pcconstruction.com/projects/purposeenergy-anaerobic-digester/; https://purposeenergy.com/project/zero-gravity-brewery/,manager/company ownership source; supporting source; supplemental source; manager page,High,No seed-data action suggested.,Matched supplemental ownership detail: Firm: Quinbrook Infrastructure Partners | Fund: Not publicly disclosed. | Ownership Interest: Not publicly disclosed. Supplemental detail states the fund was not publicly disclosed.
Rowan Bauxite,United States,Quinbrook,n.a.,2022,n.a.,n.a.,https://www.quinbrook.com/projects/bauxite/; https://rowan.digital/news/secures-975-million-financing-for-hyperscale-campus-in-maryland/; https://rowan.digital/news/secures-1-24-billion-financing-for-hyperscale-campus-in-maryland/; https://www.datacenterdynamics.com/en/news/rowan-secures-12bn-for-maryland-data-center-campus-build-out/,manager/company ownership source; financing/filing source; supplemental source,High,No seed-data action suggested.,Matched supplemental ownership detail: Firm: Quinbrook Infrastructure Partners | Fund: Not publicly disclosed. | Ownership Interest: Not publicly disclosed. Supplemental detail states the fund was not publicly disclosed.
Rowan Bauxite,United States,Quinbrook,n.a.,2022,n.a.,n.a.,https://www.quinbrook.com/projects/bauxite/; https://rowan.digital/news/secures-975-million-financing-for-hyperscale-campus-in-maryland/; https://rowan.digital/news/secures-1-24-billion-financing-for-hyperscale-campus-in-maryland/; https://www.datacenterdynamics.com/en/news/rowan-secures-12bn-for-maryland-data-center-campus-build-out/,manager/company ownership source; financing/filing source; supplemental source,High,No seed-data action suggested.,Matched supplemental ownership detail: Firm: Quinbrook Infrastructure Partners | Fund: Not publicly disclosed. | Ownership Interest: Not publicly disclosed. Supplemental detail states the fund was not publicly disclosed.
Rowan Cinco,United States,Quinbrook,n.a.,2022,n.a.,n.a.,https://www.quinbrook.com/projects/cinco/; https://www.davispolk.com/experience/rowan-551-million-project-financing-medina-county-texas-data-center; https://www.quinbrook.com/portfolio/rowan-digital-infrastructure/; https://rowan.digital/news/cinco-data-center/; https://www.quinbrook.com/news-insights/rowan/,manager/company ownership source; financing/filing source; supporting source; supplemental source; manager page,High,No seed-data action suggested.,Matched supplemental ownership detail: Firm: Quinbrook Infrastructure Partners | Fund: Not publicly disclosed. | Ownership Interest: Not publicly disclosed. Supplemental detail states the fund was not publicly disclosed.
Rowan Cinco,United States,Quinbrook,n.a.,2022,n.a.,n.a.,https://www.quinbrook.com/projects/cinco/; https://www.davispolk.com/experience/rowan-551-million-project-financing-medina-county-texas-data-center; https://www.quinbrook.com/portfolio/rowan-digital-infrastructure/; https://rowan.digital/news/cinco-data-center/; https://www.quinbrook.com/news-insights/rowan/,manager/company ownership source; financing/filing source; supporting source; supplemental source; manager page,High,No seed-data action suggested.,Matched supplemental ownership detail: Firm: Quinbrook Infrastructure Partners | Fund: Not publicly disclosed. | Ownership Interest: Not publicly disclosed. Supplemental detail states the fund was not publicly disclosed.
Rowan Digital Infrastructure,United States,Quinbrook,n.a.,2020,n.a.,n.a.,https://www.quinbrook.com/our-portfolio/rowan-digital-infrastructure/; https://www.quinbrook.com/news-insights/rowan/; https://www.prnewswire.com/news-releases/rowan-digital-infrastructure-announces-strategic-recapitalization-302738729.html; https://rowan.digital/home; https://rowan.digital/news/press-release/,manager/company ownership source; supporting source; press release; supplemental source,High,No seed-data action suggested.,Matched supplemental ownership detail: Firm: Quinbrook Infrastructure Partners | Fund: Not publicly disclosed. | Ownership Interest: Not publicly disclosed. Supplemental detail states the fund was not publicly disclosed.
Rowan Digital Infrastructure,United States,Blackstone,n.a.,2026,n.a.,n.a.,https://www.quinbrook.com/our-portfolio/rowan-digital-infrastructure/; https://www.prnewswire.com/news-releases/rowan-digital-infrastructure-announces-strategic-recapitalization-302738729.html; https://rowan.digital/home,manager/company ownership source; press release; supporting source,High,No seed-data action suggested.,Current ownershipVehicle already indicates the fund was not disclosed.
Rowan Temple,United States,Quinbrook,n.a.,2022,n.a.,n.a.,https://www.quinbrook.com/projects/temple/; https://www.quinbrook.com/news-insights/quinbrook-expands-rowan-green-data-center-platform/; https://www.quinbrook.com/news-insights/rowan/; https://rowan.digital/news/rowan-powers-texas-growth-as-construction-begins-on-300-mw-temple-data-center/,manager/company ownership source; supporting source; supplemental source; manager page,High,No seed-data action suggested.,Matched supplemental ownership detail: Firm: Quinbrook Infrastructure Partners | Fund: Not publicly disclosed. | Ownership Interest: Not publicly disclosed. Supplemental detail states the fund was not publicly disclosed.
Rowan Temple,United States,Quinbrook,n.a.,2022,n.a.,n.a.,https://www.quinbrook.com/projects/temple/; https://www.quinbrook.com/news-insights/quinbrook-expands-rowan-green-data-center-platform/; https://www.quinbrook.com/news-insights/rowan/; https://rowan.digital/news/rowan-powers-texas-growth-as-construction-begins-on-300-mw-temple-data-center/,manager/company ownership source; supporting source; supplemental source; manager page,High,No seed-data action suggested.,Matched supplemental ownership detail: Firm: Quinbrook Infrastructure Partners | Fund: Not publicly disclosed. | Ownership Interest: Not publicly disclosed. Supplemental detail states the fund was not publicly disclosed.
St. Albans Industrial Treatment (SAINT),United States,Quinbrook,n.a.,2023,n.a.,n.a.,https://www.quinbrook.com/portfolio/purposeenergy/; https://www.prnewswire.com/news-releases/purposeenergy-celebrates-grand-opening-of-st-albans-renewable-energy-facility-in-partnership-with-ben--jerrys-ice-cream-302468480.html; https://purposeenergy.com/news-insights/purposeenergy-to-build-new-18m-biogas-plant-in-vermont-for-ben-jerrys-2/; https://purposeenergy.com/event/grand-opening-purposeenergy-st-albans/; https://americanbiogascouncil.org/purposeenergy-celebrates-grand-opening-of-st-albans-renewable-energy-facility-in-partnership-with-ben-jerrys-ice-cream/,manager/company ownership source; press release; supporting source; supplemental source,High,No seed-data action suggested.,Matched supplemental ownership detail: Firm: Quinbrook Infrastructure Partners | Fund: Not publicly disclosed. | Ownership Interest: Not publicly disclosed. Supplemental detail states the fund was not publicly disclosed.
St. Albans Industrial Treatment (SAINT),United States,Quinbrook,n.a.,2023,n.a.,n.a.,https://www.quinbrook.com/portfolio/purposeenergy/; https://www.prnewswire.com/news-releases/purposeenergy-celebrates-grand-opening-of-st-albans-renewable-energy-facility-in-partnership-with-ben--jerrys-ice-cream-302468480.html; https://purposeenergy.com/news-insights/purposeenergy-to-build-new-18m-biogas-plant-in-vermont-for-ben-jerrys-2/; https://purposeenergy.com/event/grand-opening-purposeenergy-st-albans/; https://americanbiogascouncil.org/purposeenergy-celebrates-grand-opening-of-st-albans-renewable-energy-facility-in-partnership-with-ben-jerrys-ice-cream/,manager/company ownership source; press release; supporting source; supplemental source,High,No seed-data action suggested.,Matched supplemental ownership detail: Firm: Quinbrook Infrastructure Partners | Fund: Not publicly disclosed. | Ownership Interest: Not publicly disclosed. Supplemental detail states the fund was not publicly disclosed.
Valley of Fire,United States,Quinbrook,Quinbrook Valley of Fire Fund,2017,Quinbrook Valley of Fire Fund,Verified fund - missing from funds list,https://www.quinbrook.com/projects/valley-of-fire-solar/; https://www.primergypower.com/news/primergy-announces-225-million-in-corporate-and-project-financing-for-its-valley-of-fire-portfolio; https://www.quinbrook.com/news-insights/quinbrook-closes-600m-solarstorage-continuation-fund/; https://www.businesswire.com/news/home/20240718110673/en/Historic-Gemini-Solar-Energy-Storage-Project-Reaches-Commercial-Operations-in-Nevada,manager/company ownership source; financing/filing source; supporting source; supplemental source; manager page,High,"Review adding or aliasing ""Quinbrook Valley of Fire Fund"" in fund data before updating ownershipVehicle.",Matched supplemental ownership detail: Firm: Quinbrook Infrastructure Partners | Fund: Quinbrook Valley of Fire Fund | Ownership Interest: 100% Supplemental ownership detail discloses a distinct fund/vehicle that does not match funds.ts.
Carolina Marine Terminal,United States,Ridgewood,n.a.,2020,n.a.,n.a.,https://savageco.com/press-release/ridgewood-infrastructure-and-savage-joint-venture-acquire-carolina-marine-terminal/; https://carolinamarineterminal.com/; https://ridgewoodinfrastructure.com/carolina-marine-terminal/; https://savageco.com/press-release/ridgewood-infrastructure-and-savage-announce-formation-of-a-transportation-and-logistics-joint-venture/,manager/company ownership source; company/manager page; supporting source; supplemental source; manager page,High,No seed-data action suggested.,Matched supplemental ownership detail: Firm: Ridgewood Infrastructure | Fund: Not publicly disclosed. | Ownership Interest: Not publicly disclosed. Supplemental detail states the fund was not publicly disclosed.
Ecosave,United States,Ridgewood,n.a.,2021,n.a.,n.a.,https://app.dealroom.co/companies/ecosave; https://www.kslaw.com/people/enrico-granata; https://ecosaveinc.com/; https://ridgewoodinfrastructure.com/ecosave/; https://ecosaveinc.com/about-us/,manager/company ownership source; company/manager page; supplemental source,High,No seed-data action suggested.,Matched supplemental ownership detail: Firm: Ridgewood Infrastructure | Fund: Not publicly disclosed. | Ownership Interest: Not publicly disclosed. Supplemental detail states the fund was not publicly disclosed.
Environmental Infrastructure Partners,United States,Ridgewood,n.a.,2021,n.a.,n.a.,https://ridgewoodinfrastructure.com/ridgewood-infrastructure-and-sustainability-partners/; https://ridgewoodinfrastructure.com/environmental-infrastructure-partners/; https://www.sustainability.partners/company-overview/,manager/company ownership source; supporting source; supplemental source; manager page,High,No seed-data action suggested.,Matched supplemental ownership detail: Firm: Ridgewood Infrastructure | Fund: Not publicly disclosed. | Ownership Interest: Not publicly disclosed. Supplemental detail states the fund was not publicly disclosed.
MN8 Energy,United States,Ridgewood,n.a.,2024,n.a.,n.a.,https://ridgewoodinfrastructure.com/mn8-energy/; https://mn8.com/about/; https://mn8.com/; https://www.prnewswire.com/news-releases/ridgewood-infrastructure-announces-structured-equity-investment-in-mn8-energy-one-of-americas-largest-privately-owned-solar-energy-companies-302103733.html,transaction source; company/manager page; supplemental source; press release,High,No seed-data action suggested.,Matched supplemental ownership detail: Firm: Ridgewood Infrastructure | Fund: Not publicly disclosed. | Ownership Interest: Structured preferred equity investment Supplemental detail states the fund was not publicly disclosed.
Nassau Marine Terminal,United States,Ridgewood,n.a.,2022,n.a.,n.a.,https://ridgewoodinfrastructure.com/nassau-marine-terminal/; https://nassauterminal.com/; https://relayterminals.com/savage-and-ridgewood-announce-rebranding-of-east-coast-marine-terminals-as-relay-terminals/,transaction source; company/manager page; supporting source; supplemental source; manager page,High,No seed-data action suggested.,Matched supplemental ownership detail: Firm: Ridgewood Infrastructure | Fund: Not publicly disclosed. | Ownership Interest: Not publicly disclosed. Supplemental detail states the fund was not publicly disclosed.
Prospect Lake Clean Water Center,United States,Ridgewood,Ridgewood Water & Strategic Infrastructure Fund II LP,2023,Ridgewood Water & Strategic Infrastructure Fund II LP,Verified fund,https://ridgewoodinfrastructure.com/https-www-prnewswire-com-news-releases-ridgewood-infrastructure-and-ide-technologies-announce-water-ppp-with-the-city-of-ft-lauderdale-301750220-htmltceml_cleartime/; https://ridgewoodinfrastructure.com/prospect-lake-clean-water-center/; https://ide-tech.com/en/project/fort-lauderdale/; https://www.fortlauderdale.gov/Home/Components/News/News/7119/16,manager/company ownership source; supporting source; supplemental source; press release,High,No seed-data action suggested.,Matched supplemental ownership detail: Firm: Ridgewood Infrastructure | Fund: Ridgewood Water & Strategic Infrastructure Fund II LP | Ownership Interest: Not publicly disclosed. Verified fund matches an existing fund-list entry.
Sierra Railroad Company,United States,Ridgewood,n.a.,2026,n.a.,n.a.,https://ridgewoodinfrastructure.com/ridgewood-infrastructure-acquires-sierra-railroad-company/; http://www.prnewswire.com/news-releases/ridgewood-infrastructure-acquires-sierra-railroad-company-302708445.html; https://www.sierrarailroad.com/; https://www.sierranorthern.com/,manager/company ownership source; press release; company/manager page; manager page; supplemental source,High,No seed-data action suggested.,Matched supplemental ownership detail: Firm: Ridgewood Infrastructure | Fund: Not publicly disclosed. | Ownership Interest: Controlling interest Supplemental detail states the fund was not publicly disclosed.
The Dupuy Group,United States,Ridgewood,n.a.,2023,n.a.,n.a.,https://savageco.com/press-release/ridgewood-infrastructure-and-savage-continue-to-invest-in-u-s-food-and-agricultural-supply-chain-infrastructure-with-the-acquisition-of-the-dupuy-group/; https://dupuygroup.com/about/; https://dupuygroup.com/; https://ridgewoodinfrastructure.com/the-dupuy-group/,transaction source; company/manager page; supplemental source; manager page,High,No seed-data action suggested.,Matched supplemental ownership detail: Firm: Ridgewood Infrastructure | Fund: Not publicly disclosed. | Ownership Interest: Not publicly disclosed. Supplemental detail states the fund was not publicly disclosed.
Undine,United States,Ridgewood,n.a.,2017,n.a.,n.a.,https://ridgewoodinfrastructure.com/undine/; https://www.undinellc.com/about/; https://www.undinellc.com/,transaction source; company/manager page; supplemental source,High,No seed-data action suggested.,Matched supplemental ownership detail: Firm: Ridgewood Infrastructure | Fund: Not publicly disclosed. | Ownership Interest: Not publicly disclosed. Supplemental detail states the fund was not publicly disclosed.
Valley Cold Storage & Transportation,United States,Ridgewood,n.a.,2024,n.a.,n.a.,https://ridgewoodinfrastructure.com/ridgewood-infrastructure-announces-acquisition-of-valley-cold/; https://www.prnewswire.com/news-releases/ridgewood-infrastructure-announces-acquisition-of-valley-cold-302320371.html; https://www.valleycoldstore.com/; https://ridgewoodinfrastructure.com/valley-cold-storage/,manager/company ownership source; press release; company/manager page; supplemental source; manager page,High,No seed-data action suggested.,Matched supplemental ownership detail: Firm: Ridgewood Infrastructure | Fund: Not publicly disclosed. | Ownership Interest: Not publicly disclosed. Supplemental detail states the fund was not publicly disclosed.
Valley Cold Storage & Transportation,United States,Ridgewood,n.a.,2024,n.a.,n.a.,https://ridgewoodinfrastructure.com/ridgewood-infrastructure-announces-acquisition-of-valley-cold/; https://www.prnewswire.com/news-releases/ridgewood-infrastructure-announces-acquisition-of-valley-cold-302320371.html; https://www.valleycoldstore.com/; https://ridgewoodinfrastructure.com/valley-cold-storage/,manager/company ownership source; press release; company/manager page; supplemental source; manager page,High,No seed-data action suggested.,Matched supplemental ownership detail: Firm: Ridgewood Infrastructure | Fund: Not publicly disclosed. | Ownership Interest: Not publicly disclosed. Supplemental detail states the fund was not publicly disclosed.
Waste Resource Management,United States,Ridgewood,n.a.,2023,n.a.,n.a.,https://ridgewoodinfrastructure.com/ridgewood-infrastructure-extends-its-leadership-position-in-the-u-s-water-sector-with-the-acquisition-of-waste-resources-management-wrm/; https://wrmco.com/; https://ridgewoodinfrastructure.com/waste-resource-management/,transaction source; company/manager page; supporting source; supplemental source; manager page,High,No seed-data action suggested.,Matched supplemental ownership detail: Firm: Ridgewood Infrastructure | Fund: Not publicly disclosed. | Ownership Interest: Not publicly disclosed. Supplemental detail states the fund was not publicly disclosed.
Cloverleaf Infrastructure,United States,Sandbrook,n.a.,2024,n.a.,n.a.,https://sandbrook.com/cloverleaf-infrastructure-raises-300-million-from-ngp-and-sandbrook-capital/; https://www.prnewswire.com/news-releases/cloverleaf-infrastructure-raises-300-million-from-ngp-and-sandbrook-capital-302198634.html; https://sandbrook.com/portfolio/cloverleaf-infrastructure/; https://www.wilsonsonsini.com/news/2024/07/wilson-sonsini-advises-cloverleaf-infrastructure-in-300-million-equity-fundraise,manager/company ownership source; press release; supporting source; manager page; supplemental source,High,No seed-data action suggested.,Matched supplemental ownership detail: Firm: Sandbrook Capital | Fund: Not publicly disclosed. | Ownership Interest: Not publicly disclosed. Supplemental detail states the fund was not publicly disclosed.
intellirent,United States,Sandbrook,n.a.,2025,n.a.,n.a.,https://www.prnewswire.com/news-releases/sandbrook-capital-acquires-intellirent-a-market-leader-in-mission-critical-testing-equipment-solutions-for-power-and-infrastructure-markets-302380177.html; https://sandbrook.com/; https://www.prnewswire.com/news-releases/electro-rent-sells-intellirent-302379715.html; https://sandbrook.com/portfolio/intellirent/,press release; company/manager page; manager page,High,No seed-data action suggested.,Matched supplemental ownership detail: Firm: Sandbrook Capital | Fund: Not publicly disclosed. | Ownership Interest: Not publicly disclosed. Supplemental detail states the fund was not publicly disclosed.
rPlus Energies,United States,Sandbrook,n.a.,2024,n.a.,n.a.,https://www.rplusenergies.com/sandbrook-capital-commits-up-to-460-million-to-rplus-energies; https://www.rplusenergies.com/rplus-energies-announces-two-major-financing-milestones; https://www.rplusenergies.com/about; https://sandbrook.com/portfolio/rplus-energies/,manager/company ownership source; financing/filing source; company/manager page; manager page; supplemental source,High,No seed-data action suggested.,Matched supplemental ownership detail: Firm: Sandbrook Capital | Fund: Not publicly disclosed. | Ownership Interest: Not publicly disclosed. Supplemental detail states the fund was not publicly disclosed.
"United Utility Services, LLC",United States,Sandbrook,Funds managed by Blackstone Credit & Insurance,2026,Funds managed by Blackstone Credit & Insurance,Disclosed but generic,https://sandbrook.com/sandbrook-announces-acquisition-of-united-utility-services/; https://www.bernhardcapital.com/bcp-completes-sale-of-united-utility-services/; https://unitedutility.com/about; https://unitedutility.com/contact,press release; manager/company ownership source; company/manager page; manager page; supplemental source,Medium,No seed-data action suggested.,Matched supplemental ownership detail: Firm: Blackstone Credit & Insurance | Fund: Funds managed by Blackstone Credit & Insurance | Ownership Interest: Not publicly disclosed. Supplemental detail supports the current generic vehicle label but does not identify a distinct exact fund.
"ALLO Communications, LLC",United States,SDC,n.a.,2020,n.a.,n.a.,https://www.prnewswire.com/news-releases/nelnet-partners-with-sdc-capital-partners-to-propel-allos-growth-301144602.html; https://sdccapitalpartners.com/investments/; https://www.allocommunications.com/about/; https://www.allocommunications.com/communities-that-want-allo/,press release; company/manager page; supplemental source,High,No seed-data action suggested.,Matched supplemental ownership detail: Firm: SDC Capital Partners | Fund: Not publicly disclosed. | Ownership Interest: 48% Supplemental detail states the fund was not publicly disclosed.
"ALLO Communications, LLC",United States,SDC,n.a.,2020,n.a.,n.a.,https://www.prnewswire.com/news-releases/nelnet-partners-with-sdc-capital-partners-to-propel-allos-growth-301144602.html; https://sdccapitalpartners.com/investments/; https://www.allocommunications.com/about/; https://www.allocommunications.com/communities-that-want-allo/,press release; company/manager page; supplemental source,High,No seed-data action suggested.,Matched supplemental ownership detail: Firm: SDC Capital Partners | Fund: Not publicly disclosed. | Ownership Interest: 48% Supplemental detail states the fund was not publicly disclosed.
Ashburn Data Center Development Site (300MW / 98 acres),United States,SDC,n.a.,2025,n.a.,n.a.,https://www.datacenterdynamics.com/en/news/sdc-capital-partners-buys-97-acres-of-data-center-zoned-land-in-virginia-for-615-million/; https://sdccapitalpartners.com/investments/; https://www.datacentermap.com/usa/virginia/ashburn/42277-cochran-mill-rd/,manager/company ownership source; company/manager page; supporting source; supplemental source; manager page,High,No seed-data action suggested.,Matched supplemental ownership detail: Firm: funds managed by SDC Capital Partners | Fund: Not publicly disclosed. | Ownership Interest: Not publicly disclosed. Supplemental detail states the fund was not publicly disclosed.
"Bandwidth Infrastructure Group, LLC d/b/a BIG Fiber",United States,SDC,n.a.,2020,n.a.,n.a.,https://www.fierce-network.com/telecom/bandwidth-pitches-its-dark-fiber-alternative-big-name-rivals-3-key-markets; https://www.privsource.com/acquisitions/telecommunications/2020; https://sdccapitalpartners.com/investments/; https://bigfiber.com/; https://bigfiber.com/about-us/,manager/company ownership source; company/manager page; supplemental source,High,No seed-data action suggested.,Matched supplemental ownership detail: Firm: SDC Capital Partners | Fund: Not publicly disclosed. | Ownership Interest: Not publicly disclosed. Supplemental detail states the fund was not publicly disclosed.
BIG Fiber,United States,SDC,n.a.,2020,n.a.,n.a.,https://www.fierce-network.com/telecom/bandwidth-pitches-its-dark-fiber-alternative-big-name-rivals-3-key-markets; https://www.privsource.com/acquisitions/telecommunications/2020; https://sdccapitalpartners.com/investments/; https://bigfiber.com/,manager/company ownership source; company/manager page; supplemental source,High,No seed-data action suggested.,"Matched supplemental ownership detail: Firm: SDC Capital Partners | Fund: SDC Capital Partners | Ownership Interest: Not publicly disclosed. Supplemental detail discloses only the owner/manager name, not a distinct fund."
Cityside Networks,United States,SDC,n.a.,2023,n.a.,n.a.,https://www.prnewswire.com/news-releases/cityside-networks-announces-partnership-with-sdc-capital-partners-301755026.html; https://sdccapitalpartners.com/investments/; https://www.citysidefiber.com/; https://www.ocbj.com/inside-the-ocbj/cityside-fiber-undergoing-strategic-leadership-transition/,press release; company/manager page; supplemental source,High,No seed-data action suggested.,Matched supplemental ownership detail: Firm: SDC Capital Partners | Fund: Not publicly disclosed. | Ownership Interest: Majority interest. Supplemental detail states the fund was not publicly disclosed.
Cityside Networks,United States,SDC,n.a.,2023,n.a.,n.a.,https://www.prnewswire.com/news-releases/cityside-networks-announces-partnership-with-sdc-capital-partners-301755026.html; https://sdccapitalpartners.com/investments/; https://www.citysidefiber.com/; https://www.ocbj.com/inside-the-ocbj/cityside-fiber-undergoing-strategic-leadership-transition/,press release; company/manager page; supplemental source,High,No seed-data action suggested.,Matched supplemental ownership detail: Firm: SDC Capital Partners | Fund: Not publicly disclosed. | Ownership Interest: Majority interest. Supplemental detail states the fund was not publicly disclosed.
"Consolidated Smart Systems, LLC d/b/a Smartaira",United States,SDC,n.a.,2022,n.a.,n.a.,https://smartaira.com/news/sdc-closes-investment-in-smartaira/; https://smartaira.com/about/; https://smartaira.com/why/; https://smartaira.com/wp-content/uploads/2023/01/2023-01-24-Smartaira-Direct-Plus-Press-Release-Letterhead.pdf,manager/company ownership source; company/manager page; supporting source; supplemental source; manager page,High,No seed-data action suggested.,Matched supplemental ownership detail: Firm: SDC Capital Partners | Fund: Not publicly disclosed. | Ownership Interest: Majority Supplemental detail states the fund was not publicly disclosed.
"IQ Fiber, LLC",United States,SDC,n.a.,2021,n.a.,n.a.,https://www.iqfiber.com/thinkbig-networks-acquisition/; https://www.iqfiber.com/about/; https://www.businesswire.com/news/home/20210915005165/en/SDC-Capital-Partners-Closes-Investment-in-IQ-Fiber; https://www.iqfiber.com/iq-fiber-secures-additional-150-million-equity-commitment-from-sdc-capital-partners/,transaction source; company/manager page; press release; supplemental source; manager page,High,No seed-data action suggested.,Matched supplemental ownership detail: Firm: SDC Capital Partners | Fund: Not publicly disclosed. | Ownership Interest: Majority Supplemental detail states the fund was not publicly disclosed.
Lyte Fiber,United States,SDC,n.a.,2024,n.a.,n.a.,https://www.prnewswire.com/news-releases/lyte-fiber-to-launch-next-generation-fiber-internet-in-texas-and-beyond-302275856.html; https://sdccapitalpartners.com/investments/; https://www.lytefiber.com/; https://www.lytefiber.com/contact,press release; company/manager page; supplemental source,High,No seed-data action suggested.,Matched supplemental ownership detail: Firm: SDC Capital Partners | Fund: Not publicly disclosed. | Ownership Interest: Not publicly disclosed. Supplemental detail states the fund was not publicly disclosed.
Not publicly disclosed.,United States,SDC,n.a.,2022,n.a.,n.a.,https://www.datacenterdynamics.com/en/news/sdc-capital-partners-planning-data-center-campus-in-belmont-virginia/; https://sdccapitalpartners.com/investments/; https://www.datacenterdynamics.com/en/news/sdc-capital-partners-buys-97-acres-of-data-center-zoned-land-in-virginia-for-615-million/; https://www.aterio.io/insights/us-data-centers/dc/sdc-capital-partners-54283-va,press release; company/manager page; supporting source; supplemental source; manager page,High,No seed-data action suggested.,Matched supplemental ownership detail: Firm: SDC Capital Partners | Fund: Not publicly disclosed. | Ownership Interest: Not publicly disclosed. Supplemental detail states the fund was not publicly disclosed.
ODATA,Mexico,SDC,n.a.,2023,n.a.,n.a.,https://odatacolocation.com/en/blog/imprensa/aligned-data-centers-completes-acquisition-of-odata/; https://www.aligneddc.com/news/aligned-data-centers-expands-into-latin-america-through-acquisition-of-odata/; https://sdccapitalpartners.com/investments/; https://odatacolocation.com/en/,transaction source; company/manager page; supplemental source,High,No seed-data action suggested.,Matched supplemental ownership detail: Firm: funds managed by SDC Capital Partners | Fund: Not publicly disclosed. | Ownership Interest: Not publicly disclosed. Supplemental detail states the fund was not publicly disclosed.
Prince William County Data Center Development Site (300MW / 70 acres),United States,SDC,n.a.,2026,n.a.,n.a.,https://www.datacenterdynamics.com/en/news/sdc-capital-partners-buys-97-acres-of-data-center-zoned-land-in-virginia-for-615-million/; https://sdccapitalpartners.com/investments/; https://www.datacentermap.com/usa/virginia/ashburn/42277-cochran-mill-rd/,transaction source; company/manager page; supporting source; supplemental source; manager page,High,No seed-data action suggested.,Matched supplemental ownership detail: Firm: funds managed by SDC Capital Partners | Fund: Not publicly disclosed. | Ownership Interest: Not publicly disclosed. Supplemental detail states the fund was not publicly disclosed.
"SLIC Network Solutions, Inc.",United States,SDC,"SDC Digital Infrastructure Opportunity Fund III, L.P",2022,"SDC Digital Infrastructure Opportunity Fund III, L.P",Verified fund - missing from funds list,https://docs.fcc.gov/public/attachments/DA-19-487A1.pdf; https://sdccapitalpartners.com/investments/; https://www.slicfiber.com/; https://docs.fcc.gov/public/attachments/DA-22-1187A1_Rcd.pdf; https://documents.dps.ny.gov/public/Common/ViewDoc.aspx?DocRefId=%7BD0E7A898-0000-C12A-85EF-4A7796415485%7D,transaction source; company/manager page; supplemental source,High,"Review adding or aliasing ""SDC Digital Infrastructure Opportunity Fund III, L.P"" in fund data before updating ownershipVehicle.","Matched supplemental ownership detail: Firm: SDC Capital Partners | Fund: SDC Digital Infrastructure Opportunity Fund III, L.P. | Ownership Interest: Majority Supplemental ownership detail discloses a distinct fund/vehicle that does not match funds.ts."
"SLIC Network Solutions, Inc.",United States,SDC,"SDC Digital Infrastructure Opportunity Fund III, L.P",2022,"SDC Digital Infrastructure Opportunity Fund III, L.P",Verified fund - missing from funds list,https://docs.fcc.gov/public/attachments/DA-19-487A1.pdf; https://sdccapitalpartners.com/investments/; https://www.slicfiber.com/; https://docs.fcc.gov/public/attachments/DA-22-1187A1_Rcd.pdf; https://documents.dps.ny.gov/public/Common/ViewDoc.aspx?DocRefId=%7BD0E7A898-0000-C12A-85EF-4A7796415485%7D,transaction source; company/manager page; supplemental source,High,"Review adding or aliasing ""SDC Digital Infrastructure Opportunity Fund III, L.P"" in fund data before updating ownershipVehicle.","Matched supplemental ownership detail: Firm: SDC Capital Partners | Fund: SDC Digital Infrastructure Opportunity Fund III, L.P. | Ownership Interest: Majority Supplemental ownership detail discloses a distinct fund/vehicle that does not match funds.ts."
