priority,match_status,company_name,country,company_status,owner_source,owner_index,investment_firm,owner_status,ownership_vehicle,investment_year,exact_fund_name,suggested_fund_name,candidate_score,suggested_action,rationale,evidence_urls
ok,exact_fund_match,Arcwood Environmental,United States,Active,owners[],0,EQT Infrastructure,Active,EQT Infrastructure Fund VI,2024,EQT Infrastructure Fund VI,,1.000,No action.,ownershipVehicle exactly matches a fundName in prisma/seed-data/funds.ts.,https://www.lw.com/en/news/latham-advises-on-financing-for-eqt-heritage-environmental-acquisition-of-ebv-from-general-dynamics; https://arcwoodenviro.com/; https://eqtgroup.com/en/about/current-portfolio/arcwood-environmental; https://arcwoodenviro.com/news/heritage-environmental-services-rebrands-to-arcwood-environmental/
ok,exact_fund_match,ARK Data Centers,United States,Active,owners[],0,Carlyle Infrastructure,Active,Carlyle Global Infrastructure Opportunity Fund,2022,Carlyle Global Infrastructure Opportunity Fund,,1.000,No action.,ownershipVehicle exactly matches a fundName in prisma/seed-data/funds.ts.,https://www.carlyle.com/media-room/news-release-archive/carlyle-acquire-expand-data-center-company-involta; https://www.arkdna.com/about/news/carlyle-s-acquisition-of-hybrid-cloud-data-center-provider-ark-closes/; https://www.arkdna.com/; https://www.arkdna.com/about/
ok,exact_fund_match,"Back Bay Solar, LLC",United States,Active,owners[],0,Manulife,Active,Manulife Infrastructure Fund I,2024,Manulife Infrastructure Fund I,,1.000,No action.,ownershipVehicle exactly matches a fundName in prisma/seed-data/funds.ts.,https://www.manulifeim.com/institutional/global/en/strategies/private-markets/infrastructure/infrastructure-team; https://www.manulifeim.com/institutional/global/en/strategies/private-markets/infrastructure/partners; https://casedocs.omniagentsolutions.com/cmsvol2/pub_47561/ee723603-978e-4a6c-b181-4500bc35cb22_509.pdf
ok,exact_fund_match,"Bernhard, LLC",United States,Active,owners[],0,CVC DIF,Active,DIF Infrastructure VI,2021,DIF Infrastructure VI,,1.000,No action.,ownershipVehicle exactly matches a fundName in prisma/seed-data/funds.ts.,https://www.bernhardcapital.com/bernhard-capital-partners-completes-sale-of-bernhard-llc-to-dif-capital-partners/; https://www.cvcdif.com/news-insights/dif-capital-partners-invests-in-sustainability-and-energy-solutions-with-acquisition-of-bernhard-llc; https://enfrasolutions.com/about; https://www.prnewswire.com/news-releases/bernhard-rebrands-as-enfra-to-reflect-energy-infrastructure-leadership-and-future-growth-302443445.html
ok,exact_fund_match,BluEarth Renewables,United States / Canada,Active,owners[],0,CVC DIF,Active,DIF Infrastructure V,2019,DIF Infrastructure V,,1.000,No action.,ownershipVehicle exactly matches a fundName in prisma/seed-data/funds.ts.,https://bluearthrenewables.com/change-in-ownership/; https://bluearthrenewables.com/; https://bluearthrenewables.com/our-story/; https://bluearthrenewables.com/dif/
ok,exact_fund_match,Bluebird Fiber,United States,Active,owners[],0,Macquarie Asset Management,Active,Macquarie Infrastructure Partners IV,2019,Macquarie Infrastructure Partners IV,,1.000,No action.,ownershipVehicle exactly matches a fundName in prisma/seed-data/funds.ts.,https://www.macquarie.com/au/en/about/company/macquarie-asset-management/our-portfolio/bluebird.html; https://unitigroupinc.gcs-web.com/news-releases/news-release-details/uniti-group-inc-and-macquarie-infrastructure-partners-complete/; https://www.imillerpr.com/news/bluebird-network-to-be-acquired-by-macquarie-infrastructure-partners/; https://bluebirdfiber.com/meet-bluebird/
ok,exact_fund_match,Boldyn Networks (US),United States,Active,owners[],0,Manulife,Active,Manulife Infrastructure Fund II,2021,Manulife Infrastructure Fund II,,1.000,No action.,ownershipVehicle exactly matches a fundName in prisma/seed-data/funds.ts.,https://www.boldyn.com/news/boldyn-networks-us-secures-1-2-billion-debt-financing-to-fuel-future-growth-and-innovation; https://www.boldyn.com/us/about-us; https://www.manulifeim.com/institutional/global/en/about-us/press-releases/cpp-investments-aimco-and-manulife-im-increase-commitment-to-boldyn-networks-to-support-continued-growth-in-the-us; https://www.boldyn.com/news/bai-communications-transforms-into-boldyn-networks-with-game-changing-ai-created-brand-identity
ok,exact_fund_match,Boralex Inc.,United States / Canada / France / United Kingdom,Active,owners[],1,CDPQ,Active,CDPQ Infrastructure,2017,CDPQ Infrastructure,,1.000,No action.,ownershipVehicle exactly matches a fundName in prisma/seed-data/funds.ts.,https://www.boralex.com/en/press-releases/boralex-enters-definitive-agreement-be-acquired-brookfield-alongside-la-caisse; https://www.lacaisse.com/en/news/pressreleases/boralex-enters-definitive-agreement-be-acquired-brookfield-alongside-caisse; https://www.boralex.com/; https://us.boralex.com/en/press-releases/boralex-annual-results-2025
ok,exact_fund_match,Brahms Wind,United States,Active,owners[],0,CVC DIF,Active,DIF Infrastructure V,2019,DIF Infrastructure V,,1.000,No action.,ownershipVehicle exactly matches a fundName in prisma/seed-data/funds.ts.,https://www.private-equitynews.com/news/dif-capital-partners-acquires-203mw-wind-portfolio-in-the-us/; https://www.cvcdif.com/; https://us.baywa-re.com/en/projects/local-projects/brahms
ok,exact_fund_match,Brazos Midstream,United States,Active,owners[],0,MSIP,Active,North Haven Infrastructure Partners II (NHIP II),2018,North Haven Infrastructure Partners II (NHIP II),,1.000,No action.,ownershipVehicle exactly matches a fundName in prisma/seed-data/funds.ts.,https://www.encapinvestments.com/about/midstream/portfolio/current/brazos-midstream; https://brazosmidstream.com/news/brazos-midstream-completes-sale-delaware-basin-subsidiaries-morgan-stanley-infrastructure; https://www.morganstanley.com/im/en-gb/intermediary-investor/companies/brazos-midstream.html; https://brazosmidstream.com/news/brazos-midstream-announces-delaware-basin-acquisition-and-new-venture-northern-midland-basin
ok,exact_fund_match,Buckeye Partners,United States,Active,owners[],0,IFM Investors,Active,IFM Global Infrastructure Fund (GIF),2019,IFM Global Infrastructure Fund (GIF),,1.000,No action.,ownershipVehicle exactly matches a fundName in prisma/seed-data/funds.ts.,https://www.buckeye.com/press-releases/bpl-agrees-to-be-acquired-by-ifm-investors-for-41-50-per-common-unit; https://www.ifminvestors.com/en-au/news-and-insights/media-centre/ifm-investors-completes-acquisition-of-buckeye-partners-l.p; https://i3-invest.com/2021/06/ports-surprise-during-the-pandemic/; https://www.buckeye.com/
ok,exact_fund_match,Buffalo Plains Wind Farm,Canada,Active,owners[],0,Copenhagen Infrastructure Partners,Active,Copenhagen Infrastructure IV (CI IV),2022,Copenhagen Infrastructure IV (CI IV),,1.000,No action.,ownershipVehicle exactly matches a fundName in prisma/seed-data/funds.ts.,https://www.cip.com/approach/our-projects/travers/; https://www.aboenergy.com/en/media-center/press/2022/2022-07-28_pm_buffalo_plains_sale.html; https://buffaloplainswindfarm.com/; https://buffaloplainswindfarm.com/background
ok,exact_fund_match,BWC Terminals,United States / Canada,Active,owners[],0,J.P. Morgan Asset Management,Active,Infrastructure Investments Fund (IIF),2019,Infrastructure Investments Fund (IIF),,1.000,No action.,ownershipVehicle exactly matches a fundName in prisma/seed-data/funds.ts.,https://bwcterminals.com/contanda-llc-now-owned-by-institutional-investors-advised-by-j-p-morgan-asset-management/; https://bwcterminals.com/; https://bwcterminals.com/about/; https://bwcterminals.com/bw-terminals-and-contanda-unveil-new-corporate-brand-bwc-terminals/
ok,exact_fund_match,Caballero Battery Storage,United States,Active,owners[],0,Fengate Asset Management,Active,Fengate Infrastructure Fund IV,2024,Fengate Infrastructure Fund IV,,1.000,No action.,ownershipVehicle exactly matches a fundName in prisma/seed-data/funds.ts.,https://fengate.com/news/fengate-and-alpha-omega-power-achieve-financial-close-on-400mwh-battery-storage-project-in-california; https://fengate.com/investments/caballero-battery-storage; https://www.globenewswire.com/news-release/2025/06/24/3104386/0/en/Fengate-and-Alpha-Omega-Power-start-operations-at-Caballero-Battery-Energy-Storage-System.html; https://origisenergy.com/project/caballero-energy-storage/
ok,exact_fund_match,"Caban Systems, Inc.",United States,Active,owners[],0,Ember Infrastructure,Active,Ember Infrastructure Fund I,2021,Ember Infrastructure Fund I,,1.000,No action.,ownershipVehicle exactly matches a fundName in prisma/seed-data/funds.ts.,https://www.prnewswire.com/news-releases/caban-systems-announces-investment-from-ember-infrastructure-to-scale-clean-distributed-energy-solutions-for-the-telecom-industry-301314678.html; https://www.cabanenergy.com/en; https://www.cabanenergy.com/en/resources/caban-systems-celebrates-five-years-of-success
ok,exact_fund_match,Caddo Sustainable Timberlands LP,United States,Active,owners[],1,BCI,Active,Infrastructure & Renewable Resources,2022,Infrastructure & Renewable Resources,,1.000,No action.,ownershipVehicle exactly matches a fundName in prisma/seed-data/funds.ts.,https://www.bci.ca/btg-pactual-timberland-investment-group-and-bci-create-caddo-sustainable-timberlands-lp-with-772000-acres-in-east-texas/; https://www.caddolp.com/2022/02/14/btg-pactual-timberland-investment-group-and-bci-create-caddo-sustainable-timberlands-lp-with-772000-acres-in-east-texas/; https://www.caddolp.com/about/; https://www.caddolp.com/sustainability/
ok,exact_fund_match,CAG Holdings / The New Terminal One at JFK,United States,Active,owners[],0,Carlyle Infrastructure,Active,Carlyle Global Infrastructure Opportunity Fund,2019,Carlyle Global Infrastructure Opportunity Fund,,1.000,No action.,ownershipVehicle exactly matches a fundName in prisma/seed-data/funds.ts.,https://www.carlyle.com/media-room/news-release-archive/dr-gerrard-p-bushell-named-executive-chair-new-terminal-one; https://www.anewjfk.com/; https://www.panynj.gov/airports/en/jfk/new-terminal-one.html; https://www.carlyle.com/media-room/news-release-archive/carlyle-together-with-the-consortium-building-new-terminal-one-at-jfk-airport
ok,exact_fund_match,California Bioenergy,United States,Active,owners[],0,Brookfield Asset Management,Active,Brookfield Global Transition Fund I (BGTF I),2022,Brookfield Global Transition Fund I (BGTF I),,1.000,No action.,ownershipVehicle exactly matches a fundName in prisma/seed-data/funds.ts.,https://americanbiogascouncil.org/california-bioenergy-and-brookfield-renewable-form-strategic-partnership-to-develop-renewable-natural-gas-projects/; https://www.calbioenergy.com/; https://www.calbioenergy.com/about
ok,exact_fund_match,CampusParc,United States,Active,owners[],0,Ardian,Active,Ardian Americas Infrastructure Fund V (AAIF V),2024,Ardian Americas Infrastructure Fund V (AAIF V),,1.000,No action.,ownershipVehicle exactly matches a fundName in prisma/seed-data/funds.ts.,https://www.ardian.com/news-insights/press-releases/ardian-acquires-100-stake-campusparc-concessionaire-ohio-state; https://osu.campusparc.com/; https://osu.campusparc.com/about-us/the-parking-lease-agreement/; https://www.qic.com/Investment-Capabilities/Infrastructure/Global-Portfolio/CampusParc
ok,exact_fund_match,Canadian Hills Wind,United States,Active,owners[],0,CVC DIF,Active,DIF Infrastructure IV,2017,DIF Infrastructure IV,,1.000,No action.,ownershipVehicle exactly matches a fundName in prisma/seed-data/funds.ts.,https://www.ftc.gov/legal-library/browse/early-termination-notices/20170646; https://www.sec.gov/Archives/edgar/data/1419242/000104746913001975/a2212859z10-k.htm; https://www.dwtglobal.com/us/news/press-releases/detail/deutsche-windtechnik-usa-partners-up-with-longroad-energy-and-adds-mhi-24-wtg-to-its-portfolio/
ok,exact_fund_match,Captis Energy,United States,Active,owners[],0,EIC,Active,EICLP & EISCSp,2021,EICLP & EISCSp,,1.000,No action.,ownershipVehicle exactly matches a fundName in prisma/seed-data/funds.ts.,https://www.fierainfrastructure.com/wp-content/uploads/2021/12/cube-press-release-dec-2021-3.pdf; https://www.captis-energy.com/about; https://www.captis-energy.com/; https://www.fierainfrastructure.com/en/assets/captis-energy/
ok,exact_fund_match,Carbon TerraVault,United States,Active,owners[],0,Brookfield Asset Management,Active,Brookfield Global Transition Fund I (BGTF I),2022,Brookfield Global Transition Fund I (BGTF I),,1.000,No action.,ownershipVehicle exactly matches a fundName in prisma/seed-data/funds.ts.,https://www.crc.com/news-releases/news-release-details/california-resources-corporation-announces-formation-california; https://www.crc.com/carbon-terravault; https://www.crc.com/news-releases/news-release-details/carbon-terravault-provides-2025-update; https://www.crc.com/news-releases/news-release-details/california-resources-corporation-breaks-ground-californias-first
ok,exact_fund_match,Cardinal Renewables,United States,Active,owners[],0,Carlyle Infrastructure,Active,Carlyle Renewable & Sustainable Energy Fund,2020,Carlyle Renewable & Sustainable Energy Fund,,1.000,No action.,ownershipVehicle exactly matches a fundName in prisma/seed-data/funds.ts.,https://www.carlyle.com/esg/cardinal-renewables; https://alchemyenergy.com/carlyle-partners-with-alchemy/; https://www.monarchprivate.com/impact-investing-news/view/cardinal-renewables-a-strategic-partnership-between-the-carlyle-group-and-alchemy-renewable-energy-secures-ppa-with-direct-energy-business/
ok,exact_fund_match,CARMA Corp.,Canada,Active,owners[],0,CVC DIF,Active,DIF Infrastructure VIII,2025,DIF Infrastructure VIII,,1.000,No action.,ownershipVehicle exactly matches a fundName in prisma/seed-data/funds.ts.,https://www.cvc.com/media/news/2025/cvc-dif-to-acquire-carma-corp-a-leading-canadian-submetering-and-essential-building-services-platform/; https://carmacorp.com/about/; https://ca.linkedin.com/company/carmacorp
ok,exact_fund_match,Cascade Power Project,Canada,Active,owners[],1,CVC DIF,Active,DIF Infrastructure VI,2020,DIF Infrastructure VI,,1.000,No action.,ownershipVehicle exactly matches a fundName in prisma/seed-data/funds.ts.,https://www.axiuminfra.com/2020/08/28/august-28-2020-axium-infrastructure-partners-with-industry-leaders-on-combined-cycle-natural-gas-fired-project-in-alberta/?lang=en; https://www.cvcdif.com/news-insights/dif-capital-partners-invests-in-900-mw-canadian-power-project; https://www.cascadepower.com/; https://kineticor.ca/operation/cascade-power-project/
ok,exact_fund_match,Central Utility Block (Heartland Petrochemical Complex),Canada,Active,owners[],0,Fengate Asset Management,Active,Fengate Infrastructure Fund IV,2018,Fengate Infrastructure Fund IV,,1.000,No action.,ownershipVehicle exactly matches a fundName in prisma/seed-data/funds.ts.,https://www.globenewswire.com/news-release/2018/09/25/1576014/0/en/Fengate-Acquires-Heartland-Petrochemical-Complex-s-Central-Utility-Block-from-Inter-Pipeline.html; https://fengate.com/news/fengate-acquires-heartland-petrochemical-complexs-central-utility-block; https://majorprojects.alberta.ca/details/Central-Utility-Block-for-Heartland-Petrochemical-Complex; https://www.torys.com/work/2018/09/918d6cfa-f4ab-4af3-b93d-d3e859786209
ok,exact_fund_match,Centric Fiber,United States,Active,owners[],0,Ara Partners,Active,Ara Infrastructure Fund I,2025,Ara Infrastructure Fund I,,1.000,No action.,ownershipVehicle exactly matches a fundName in prisma/seed-data/funds.ts.,https://www.arapartners.com/news/ara-partners-acquires-centric-fiber/; https://www.prnewswire.com/news-releases/ara-partners-acquires-centric-fiber-a-fast-growing-fiber-to-the-home-platform-in-north-america-302619478.html; https://centricfiber.com/
ok,exact_fund_match,Ceres Terminals Jacksonville,United States,Realized,owners[],0,Macquarie Asset Management,Realized,Macquarie Infrastructure Partners III,2015,Macquarie Infrastructure Partners III,,1.000,No action.,ownershipVehicle exactly matches a fundName in prisma/seed-data/funds.ts.,https://www.jaxport.com/ceres-terminals-and-jaxport-announce-long-term-60-million-investment-in-trapac-jacksonville-container-terminal/; https://www.macquarie.com/au/en/about/news/2023/macquarie-infrastructure-partners-iii-announces-agreement-to-divest-ceres-terminals.html; https://www.macquarie.com/us/en/about/news/2023/macquarie-infrastructure-partners-iii-completes-sales-of-ceres-terminals.html; https://www.macquarie.com/au/en/about/company/macquarie-asset-management/our-portfolio/maher-terminals.html
ok,exact_fund_match,Clackamas County Circuit Courthouse,United States,Active,owners[],0,Fengate Asset Management,Active,Fengate Infrastructure Fund IV,2022,Fengate Infrastructure Fund IV,,1.000,No action.,ownershipVehicle exactly matches a fundName in prisma/seed-data/funds.ts.,https://fengate.com/investments/clackamas-county-circuit-courthouse; https://www.torys.com/work/2021/09/4c002095-33c0-4b00-b58b-7eee2dc308bc; https://fengate.com/news/fengate-led-consortium-achieves-major-construction-milestone-on-the-clackamas-county-courthouse-replacement-project; https://www.clackamas.us/courthouse
ok,exact_fund_match,"CleanCapital Holdings, LLC",United States,Active,owners[],0,Manulife,Active,Manulife Infrastructure Fund II,2021,Manulife Infrastructure Fund II,,1.000,No action.,ownershipVehicle exactly matches a fundName in prisma/seed-data/funds.ts.,https://cleancapital.com/resources/cleancapital-secures-300-million-commitment-from-manulife-investment-management-acquires-63-megawatts-of-operating-solar-projects/; https://cleancapital.com/resources/cleancapital-announces-new-investment-from-blackrocks-renewable-power-group/; https://cleancapital.com/resources/cleancapital-completes-185m-debt-private-placement/; https://cleancapital.com/
ok,exact_fund_match,Cleco Corporate Holdings LLC,United States,Active,owners[],2,BCI,Active,Infrastructure & Renewable Resources,2016,Infrastructure & Renewable Resources,,1.000,No action.,ownershipVehicle exactly matches a fundName in prisma/seed-data/funds.ts.,https://www.cleco.com/media/press-releases/detail/2014/10/20/cleco-enters-agreement-to-be-acquired-by-north-american-investor-group-led-by-macquarie-infrastructure-and-real-assets-and-british-columbia-investment-management-corporation; https://www.cleco.com/media/press-releases/detail/2016/04/13/north-american-led-investor-group-completes-acquisition-of-cleco; https://www.bci.ca/wp-content/uploads/2024/08/IRR-Program-FS-2024_Secured.pdf; https://www.cleco.com/media/press-releases/detail/2026/04/27/stonepeak-and-bernhard-capital-partners-to-acquire-cleco
ok,exact_fund_match,Cleco Corporation,United States,Active,owners[],2,BCI,Active,Infrastructure & Renewable Resources,2016,Infrastructure & Renewable Resources,,1.000,No action.,ownershipVehicle exactly matches a fundName in prisma/seed-data/funds.ts.,https://www.cleco.com/media/press-releases/detail/2014/10/20/cleco-enters-agreement-to-be-acquired-by-north-american-investor-group-led-by-macquarie-infrastructure-and-real-assets-and-british-columbia-investment-management-corporation; https://www.cleco.com/media/press-releases/detail/2016/04/13/north-american-led-investor-group-completes-acquisition-of-cleco; https://www.bci.ca/wp-content/uploads/2024/08/IRR-Program-FS-2024_Secured.pdf; https://www.cleco.com/media/press-releases/detail/2026/04/27/stonepeak-and-bernhard-capital-partners-to-acquire-cleco
ok,exact_fund_match,Clermont,Canada,Active,owners[],0,Ardian,Active,Ardian Americas Infrastructure Fund V (AAIF V),2024,Ardian Americas Infrastructure Fund V (AAIF V),,1.000,No action.,ownershipVehicle exactly matches a fundName in prisma/seed-data/funds.ts.,https://www.ardian.com/news-insights/press-releases/indigo-group-and-ardian-create-clermont-new-venture-accelerate-growth; https://www.group-indigo.com/wp-content/uploads/2024/03/20240318-Press-release-Clermont.pdf; https://www.fasken.com/en/experience/2025/04/ardian-announced-the-creation-of-a-new-canadian-joint-venture
ok,exact_fund_match,Coastal Waste & Recycling,United States,Active,owners[],0,Macquarie Asset Management,Active,Macquarie Infrastructure Partners VI,2023,Macquarie Infrastructure Partners VI,,1.000,No action.,ownershipVehicle exactly matches a fundName in prisma/seed-data/funds.ts.,https://www.macquarie.com/about/news/2025/macquarie-asset-management-closes-macquarie-infrastructure-partners-vi.html; https://www.macquarie.com/au/en/about/news/2023/macquarie-asset-management-completes-investment-in-coastal-waste-and-recycling.html; https://www.macquarie.com/au/en/about/company/macquarie-asset-management/our-portfolio/coastal-waste-and-recycling.html; https://www.coastalwasteinc.com/history/
ok,exact_fund_match,ConGlobal,United States,Active,owners[],0,InfraBridge,Active,AMP Capital Global Infrastructure Fund,2017,AMP Capital Global Infrastructure Fund,,1.000,No action.,ownershipVehicle exactly matches a fundName in prisma/seed-data/funds.ts.,https://www.infrabridge.com/our-portfolio; https://www.carlyle.com/media-room/news-release-archive/amp-capital-makes-landmark-deal-us-its-conglobal-acquisition; https://www.infrabridge.com/our-portfolio; https://conglobal.com/company/
ok,exact_fund_match,Consolidated Communications,United States,Active,owners[],1,BCI,Active,Infrastructure & Renewable Resources,2024,Infrastructure & Renewable Resources,,1.000,No action.,ownershipVehicle exactly matches a fundName in prisma/seed-data/funds.ts.,https://www.consolidated.com/About-Us/Investor-Relations; https://www.sec.gov/Archives/edgar/data/1304421/000110465923109249/tm2328485d2_defa14a.htm; https://www.consolidated.com/about-us/news/article-detail/id/1118/consolidated-communications-announces-ceo-transition; https://www.consolidated.com/About-Us/News/Article-Detail/ID/979/Consolidated-Communications-Announces-Agreement-to-be-Acquired-by-Searchlight-Capital-Partners-and-British-Columbia-Investment-Management-Corporation
ok,exact_fund_match,Conterra Networks,United States,Active,owners[],0,EIC,Active,EICLP & EISCSp,2019,EICLP & EISCSp,,1.000,No action.,ownershipVehicle exactly matches a fundName in prisma/seed-data/funds.ts.,https://www.prnewswire.com/news-releases/apg-and-fiera-infrastructure-complete-purchase-of-conterra-networks-301323439.html; https://conterra.com/conterra-announces-equity-investment/; https://www.prnewswire.com/news-releases/apg-and-fiera-infrastructure-complete-purchase-of-conterra-networks-301323439.html; https://www.fierainfrastructure.com/en/assets/conterra-networks/
ok,exact_fund_match,Crescent Midstream,United States,Active,owners[],0,Carlyle Infrastructure,Active,Carlyle Global Infrastructure Opportunity Fund,2019,Carlyle Global Infrastructure Opportunity Fund,,1.000,No action.,ownershipVehicle exactly matches a fundName in prisma/seed-data/funds.ts.,https://www.crimsonmidstream.com/media/the-carlyle-group; https://crescentmidstream.com/; https://crescentmidstream.com/about/news/; https://crescentmidstream.com/operations/
ok,exact_fund_match,Crosslake Fibre,Canada / United States,Active,owners[],0,Tiger,Active,Tiger Infrastructure Partners Fund II,2017,Tiger Infrastructure Partners Fund II,,1.000,No action.,ownershipVehicle exactly matches a fundName in prisma/seed-data/funds.ts.,https://www.tigerinfrastructure.com/documents/FG/tigerNew/news/584279_Crosslake_Press_Release_-_Final.pdf; https://www.fcc.report/IBFS/Public-Notices/1350410; https://crosslakefibre.ca/; https://www.tigerinfrastructure.com/portfolio/Crosslake
ok,exact_fund_match,Crown Castle Small Cells Solutions,United States,Active,owners[],0,EQT Infrastructure,Active,EQT Active Core I,2026,EQT Active Core I,,1.000,No action.,ownershipVehicle exactly matches a fundName in prisma/seed-data/funds.ts.,https://eqtgroup.com/news/eqt-to-acquire-crown-castles-small-cells-solutions-business-2025-03-13; https://investor.crowncastle.com/news-releases/news-release-details/crown-castle-announces-agreement-sell-fiber-segment-eqt-and-zayo; https://www.crowncastle.com/news/29086-crown-castle-announces-closing-of-sale-of-fiber-and-small-cell-businesses-and-updates-full-year-2026-outlook; https://www.crowncastle.com/strategic-review-results
ok,exact_fund_match,CyrusOne,United States,Active,owners[],0,KKR,Active,KKR Global Infrastructure Investors V,2022,KKR Global Infrastructure Investors V,,1.000,No action.,ownershipVehicle exactly matches a fundName in prisma/seed-data/funds.ts.,https://www.global-infra.com/news/kkr-and-gip-complete-acquisition-of-cyrusone/; https://www.cyrusone.com/; https://www.cyrusone.com/company/about; https://www.kkr.com/invest/portfolio/heres-the-deal/cyrusone
ok,exact_fund_match,Danskammer Energy,United States,Active,owners[],0,Tiger,Active,Tiger Infrastructure Partners Fund II,2017,Tiger Infrastructure Partners Fund II,,1.000,No action.,ownershipVehicle exactly matches a fundName in prisma/seed-data/funds.ts.,https://www.tigerinfrastructure.com/documents/FG/tigerNew/news/585120_153_-_Danskammer_Press_Release_at_Closing_12-27-17_Final.pdf; https://www.tigerinfrastructure.com/portfolio/Danskammer-Energy; https://www.tigerinfrastructure.com/documents/FG/tigerNew/news/582611_Danskammer_Press_Release_-_2017_09_14.pdf
ok,exact_fund_match,Dauntless Energy,United States,Active,owners[],0,Ardian,Active,Ardian Americas Infrastructure Fund IV (AAIF IV),2018,Ardian Americas Infrastructure Fund IV (AAIF IV),,1.000,No action.,ownershipVehicle exactly matches a fundName in prisma/seed-data/funds.ts.,https://www.ardian.com/press-releases/ardian-infrastructure-partners-tph-create-skyline-renewables-and-acquires-60mw-wind; https://www.dauntless-energy.com/; https://www.dauntless-energy.com/about; https://www.dauntless-energy.com/our-portfolios
ok,exact_fund_match,Desert Sky Energy,United States,Active,owners[],0,EIC,Active,EICLP,2017,EICLP,,1.000,No action.,ownershipVehicle exactly matches a fundName in prisma/seed-data/funds.ts.,https://www.fierainfrastructure.com/wp-content/uploads/2017/04/20170410_fiera-infrastructure_press-release_wind-solar-assets_eng-final.pdf; https://www.fierainfrastructure.com/en/strategies/co-investments/; https://www.fierainfrastructure.com/en/assets/desert-sky-energy/
ok,exact_fund_match,"Diamond Communications, LLC",United States,Active,owners[],1,Manulife,Active,Manulife Infrastructure Fund I,2019,Manulife Infrastructure Fund I,,1.000,No action.,ownershipVehicle exactly matches a fundName in prisma/seed-data/funds.ts.,https://www.otpp.com/en-ca/about-us/news-and-insights/2023/ontario-teachers-partners-with-diamond-communications-to-grow-digital-communications-infrastructure/; https://www.diamondcomm.com/about-us; https://www.diamondcomm.com/; https://www.manulifeim.com/institutional/global/en/strategies/private-markets/infrastructure/infrastructure-team
ok,exact_fund_match,Diamond Infrastructure Solutions,United States,Active,owners[],0,Macquarie Asset Management,Active,Macquarie Infrastructure Partners VI,2025,Macquarie Infrastructure Partners VI,,1.000,No action.,ownershipVehicle exactly matches a fundName in prisma/seed-data/funds.ts.,https://www.macquarie.com/au/en/about/company/macquarie-asset-management/our-portfolio/diamond-infrastructure-solutions.html; https://www.macquarie.com/au/en/about/news/2024/mam-announces-partnership-with-dow-to-launch-diamond-infrastructure-solutions.html; https://corporate.dow.com/en-us/news/press-releases/dow-finalizes-strategic-partnership-with-macquarie-asset-managem.html; https://investors.dow.com/en/news/news-details/2025/Macquarie-Asset-Management-expands-equity-stake-in-Diamond-Infrastructure-Solutions-a-strategic-partnership-with-Dow/default.aspx
ok,exact_fund_match,Diverso Energy Inc.,Canada,Active,owners[],0,CVC DIF,Active,DIF Infrastructure VII,2023,DIF Infrastructure VII,,1.000,No action.,ownershipVehicle exactly matches a fundName in prisma/seed-data/funds.ts.,https://www.cvcdif.com/news-insights/dif-capital-partners-acquires-leading-canadian-geothermal-company-diverso; https://diversoenergy.com/news/diverso-energy-acquirnews-media-2023-05-10-diverso-energy-to-be-acquired-by-dif-capital-partners/14/; https://www.mccarthy.ca/en/experience/cvc-dif-formerly-dif-capital-partners-acquires-majority-stake-in-diverso-energy; https://diversoenergy.com/our-company/
ok,exact_fund_match,Diverso Energy Inc.,Canada,Active,owners[],1,CVC DIF,Active,DIF Infrastructure VII,2023,DIF Infrastructure VII,,1.000,No action.,ownershipVehicle exactly matches a fundName in prisma/seed-data/funds.ts.,https://www.cvcdif.com/news-insights/dif-capital-partners-acquires-leading-canadian-geothermal-company-diverso; https://diversoenergy.com/news/diverso-energy-acquirnews-media-2023-05-10-diverso-energy-to-be-acquired-by-dif-capital-partners/14/; https://www.mccarthy.ca/en/experience/cvc-dif-formerly-dif-capital-partners-acquires-majority-stake-in-diverso-energy; https://diversoenergy.com/our-company/
ok,exact_fund_match,Durham Region Courthouse,Canada,Active,owners[],0,Amber Infrastructure,Active,International Public Partnerships (INPP),2007,International Public Partnerships (INPP),,1.000,No action.,ownershipVehicle exactly matches a fundName in prisma/seed-data/funds.ts.,https://www.investegate.info/announcement/rns/international-public-partnerships-ltd---inpp/durham-courthouse-canada/807340; https://www.infrastructureontario.ca/en/what-we-do/projectssearch/durham-region-courthouse/; https://www.internationalpublicpartnerships.com/portfolio/durham-region-courthouse/; https://www.amberinfrastructure.com/our-sectors/infrastructure/judicial/
ok,exact_fund_match,Eagle Railcar Services,United States,Active,owners[],0,EQT Infrastructure,Active,EQT Infrastructure Fund VI,2025,EQT Infrastructure Fund VI,,1.000,No action.,ownershipVehicle exactly matches a fundName in prisma/seed-data/funds.ts.,https://eqtgroup.com/news/eqt-to-acquire-eagle-railcar-services-from-jm-texas-companies-2025-04-01; https://www.eaglerailcar.com/; https://eqtgroup.com/en/about/current-portfolio/eagle-railcar-services; https://www.eaglerailcar.com/locations
ok,exact_fund_match,Earthrise Energy,United States,Active,owners[],0,Vision Ridge,Active,Sustainable Asset Fund III,2022,Sustainable Asset Fund III,,1.000,No action.,ownershipVehicle exactly matches a fundName in prisma/seed-data/funds.ts.,https://www.wsj.com/articles/vision-ridge-raises-700-million-for-third-sustainable-asset-fund-11618834014; https://earthriseenergy.com/2022/12/20/earthrise-energy-secures-more-than-250-million-in-debt-financing/; https://earthriseenergy.com/; https://vision-ridge.com/investments/
